Season,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,index_combine,Season_combine,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Overall Pick,Combine Participation
2025,Diego Pavia,QB,Vanderbilt,SEC,0.494,0.535,0.388,0.339,0.614,0.636,0.349,0.811,241.02,188.705,52.315,77.909,98.305,55.323,116.946,124.074,177,2026,70.000,207,9.625,28.625,76.46,5.92,38.14,8,123.73,6.87,3.86,300,1
2025,Jack Endries,TE,Texas,SEC,0.064,0.064,1.195,-0.076,0.448,0,-0.12,0.696,2.554,2.554,0,-1.677,4.925,0,-3.71,6.264,144,2026,76.625,245,9.625,31.125,98.57,4.62,36,16,119,7.37,5.34,221,1
2025,Elijah Sarratt,WR,Indiana,B1G,0.694,0.694,0.243,0.813,0.69,0.898,0.577,0.975,52.022,52.022,0,22.765,17.95,17.068,30.566,21.456,279,2026,74.500,210,10,31.25,75.625,4.59,40.89,24,130.14,6.73,4.3,115,0
2025,Miles Kitselman,TE,Tennessee,SEC,0.532,0.486,2.139,0.436,0.433,0.501,0.704,0.316,19.141,17.002,2.139,4.365,5.632,5.507,14.083,5.058,156,2026,77.125,251,9.875,31.875,64.59,4.9,34.5,25,116,7.76,4.19,300,1
2025,Desmond Reid,RB,Pittsburgh,ACC,0.313,1.029,-0.054,0.261,-0.254,1.235,0.229,0.665,21.255,23.663,-2.409,9.921,-4.826,11.111,12.608,8.647,225,2026,66.000,174,8.25,28.125,64.49,4.52,35.51,13,120.37,7.32,4.34,300,0
2025,Chris Brazzell II,WR,Tennessee,SEC,0.724,0.724,-0.693,0.434,0.972,0.891,0.639,0.857,55.744,55.744,0,13.011,26.24,15.154,30.029,25.715,275,2026,76.000,198,9,32.375,80.125,4.37,39.13,28,137.69,5.84,4.3,83,1
2025,Colbie Young,WR,Georgia,SEC,0.665,0.665,-0.199,0.902,0.761,-0.356,0.767,0.312,20.6,20.6,0,13.525,9.132,-1.067,18.415,2.185,303,2026,76.750,218,9.5,31.875,88.13,4.49,36.04,25,139.5,6.5,4.3,140,1
2025,Malik Benson,WR,Oregon,B1G,0.792,0.792,1.016,0.083,0.909,1.456,0.785,0.807,42.793,42.793,0,1.749,16.362,17.473,28.261,14.532,310,2026,72.125,189,8.625,31.875,75.7,4.37,32.5,23,122,7.02,4.44,195,1
2025,Robert Henry,RB,UTSA,AAC,0.24,0.343,0.225,0.128,-0.033,1.018,0.114,0.526,40.098,7.206,32.892,10.012,-1.931,29.528,13.268,26.83,221,2026,69.250,196,9.125,30.125,74,4.52,37,21,124,7.32,4.31,300,1
2025,Joey Aguilar,QB,Tennessee,SEC,0.369,0.378,0.296,0.204,0.344,0.698,0.287,0.524,156.469,142.865,13.604,35.694,50.212,65.604,79.465,77.004,180,2026,75.000,229,9.625,31.75,73.29,3.94,56.7,14,171.41,9.73,5.99,300,1
2025,Rahsul Faison,RB,South Carolina,SEC,0.112,0.218,0.085,0.006,0.19,0.303,0.073,0.231,13.16,5.221,7.939,0.35,6.841,4.538,6.462,6.698,229,2026,70.000,208,9,30.875,83.13,4.4,37.5,23,122,7.32,4.27,300,1
2025,Dallen Bentley,TE,Utah,B12,0.329,0.329,0.489,-0.004,0.498,0.599,0.229,0.434,22.347,22.347,0,-0.087,13.455,10.778,8.014,14.333,149,2026,76.125,253,9.25,33.125,85.43,4.62,35,24,118,7.19,4.42,256,1
2025,Chris Johnson Jr.,RB,SMU,ACC,0.262,0.472,0.195,0.105,0.453,0.463,0.156,0.517,20.436,8.96,11.476,4.504,11.769,4.163,8.557,11.88,186,2026,72.000,193,9.875,30.625,68.52,4.4,38,17,126,7.07,4.15,27,1
2025,Jacob Rodriguez,RB,Fordham,Patriot,0.184,0.128,0.212,-0.407,0.609,0.401,0.106,0.34,2.204,0.512,1.692,-1.629,1.827,2.006,0.846,1.359,30,2026,73.000,231,9.25,30.875,80.43,4.57,38.5,21,121,6.9,4.19,43,1
2025,Ted Hurst,WR,Georgia State,SBC,0.446,0.446,0.285,0.197,0.567,0.624,0.349,0.587,41.507,41.507,0,6.487,13.611,19.349,19.209,22.298,286,2026,75.875,206,9.625,32.625,74.82,4.42,36.5,25,135,5.65,4.24,84,1
2024,Tyler Shough,QB,Louisville,ACC,0.392,0.406,0.204,0.1,0.505,0.671,0.236,0.619,164.843,159.133,5.71,16.368,71.264,69.138,58.447,106.396,108,2025,76.875,219,9.75,30.75,76.5,4.63,32,22,117,6.65,4.03,40,1
2024,Brant Kuithe,TE,Utah,B12,0.958,1.015,0.667,0.685,1.131,1.369,0.748,1.484,46.957,41.617,5.34,15.754,15.832,15.056,26.18,20.777,264,2025,74.000,236,10.5,31.625,76.75,5.45,43,11,113.3,8.19,4.03,300,0
2024,Graham Mertz,QB,Florida,SEC,0.283,0.274,0.334,0.47,0.338,-0.209,0.41,0.038,32.224,26.879,5.345,23.967,10.464,-6.052,30.748,1.476,284,2025,75.375,212,9.75,31.25,76.5,4.28,43,22,93,7.41,4.97,197,0
2024,Bru McCoy,WR,Tennessee,SEC,0.576,0.579,0.511,0.428,0.766,0.739,0.482,0.835,28.225,27.203,1.021,11.558,11.491,5.176,17.366,10.859,272,2025,74.500,209,10,32.125,78.5,4.33,42.99,14,123.6,6.65,4.03,300,0
2024,Theo Wease,WR,Missouri,SEC,1.176,1.176,-0.104,0.849,1.202,1.647,0.899,1.471,79.997,79.997,0,17.836,30.038,32.931,31.462,48.536,226,2025,75.000,200,9.625,32.125,78.375,4.56,31,17,117,6.84,4.03,300,1
2024,Ulysses Bentley IV,RB,Ole Miss,SEC,0.122,0.451,0.063,0.163,-0.13,0.338,0.193,-0.121,9.616,5.409,4.208,6.341,-3.109,4.726,11.788,-2.172,310,2025,69.875,201,8.625,29,71.125,4.62,32.5,17,117,6.96,4.03,300,1
2024,Dillon Gabriel,QB,Oregon,B1G,0.431,0.448,0.299,0.149,0.529,0.763,0.228,0.765,206.735,190.01,16.724,28.37,79.939,96.839,68.238,138.497,145,2025,71.125,205,9.25,29.625,73,4.84,24.5,22,138,6.65,4.03,94,0
2024,Isaiah Neyor,WR,Nebraska,B1G,1.202,1.282,-0.283,0.825,1.039,1.758,0.938,1.543,46.878,47.444,-0.565,9.903,16.618,17.579,20.642,26.237,305,2025,76.250,218,9.5,34.375,82.625,4.4,38,21,133,6.7,4.41,300,1
2024,Kobe Hudson,WR,UCF,B12,0.946,0.946,-0.006,0.847,1.195,0.846,0.968,0.895,52.982,52.982,0,25.413,19.113,8.455,37.766,15.215,169,2025,72.750,193,9,30.625,75.25,4.57,35,17,122,6.85,4.4,300,1
2024,Arian Smith,WR,Georgia,SEC,0.915,0.953,0.481,0.803,0.569,1.596,0.86,1.005,55.79,53.383,2.407,24.889,9.111,19.147,32.683,23.107,252,2025,72.125,179,9,31.25,77,4.36,38,20,127,6.82,4.19,110,1
2024,Kalel Mullings,RB,Michigan,B1G,0.269,0.238,0.27,0.063,0.115,0.739,0.293,0.184,50.837,1.667,49.17,5.076,7.356,27.335,43.292,7.545,161,2025,73.500,226,10,31.75,78,4.28,33.08,15,122.9,7.26,4.97,188,0
2024,Traeshon Holden,WR,Oregon,B1G,1.38,1.423,0.451,0.746,1.44,2.139,1.037,1.738,62.098,61.195,0.902,13.432,18.726,29.94,23.858,38.24,278,2025,74.125,205,9.875,31.625,78.5,4.57,32,12,123,7.04,4.54,300,1
2024,Elijhah Badger,WR,Florida,SEC,0.909,0.909,-0.137,0.604,0.907,1.24,0.653,1.339,53.626,53.626,0,13.881,19.057,17.362,24.164,29.462,302,2025,73.375,200,9.5,32.125,78.625,4.43,35.5,14,115.8,6.71,4.35,300,1
2024,Tahj Brooks,RB,Texas Tech,B12,0.197,0.398,0.175,0.044,0.078,0.935,0.148,0.421,58.955,11.94,47.014,6.842,7.288,37.38,36.197,22.758,189,2025,69.250,214,9.125,30.375,75.625,4.52,35,16,120,6.9,4.06,193,1
2024,Brady Cook,QB,Missouri,SEC,0.334,0.334,0.335,0.001,0.353,0.728,0.177,0.56,122.324,101.242,21.083,0.158,38.158,75.665,38.3,84.025,279,2025,74.125,214,9.25,32.5,77.625,4.59,37,22,128,7.01,4.17,300,1
2024,Will Howard,QB,Ohio State,B1G,0.523,0.578,0.336,0.269,0.546,0.724,0.44,0.682,261.53,237.581,29.23,53.754,85.198,91.979,144.273,117.257,90,2025,76.250,236,9,32,77.125,4.28,31.5,22,112,7.13,4.33,185,1
2024,Kurtis Rourke,QB,Indiana,B1G,0.497,0.538,-0.043,0.362,0.488,0.823,0.417,0.637,165.832,166.857,-1.024,50.386,52.2,65.033,88.743,77.089,245,2025,76.250,220,9.375,30.25,75.125,4.28,24.5,22,113.5,6.65,4.03,227,0
2024,Joshua Simon,TE,South Carolina,SEC,0.615,0.647,0.239,0.86,0.902,0.814,0.625,0.593,31.353,30.395,0.957,22.353,16.231,2.443,21.858,9.494,292,2025,76.125,239,10.125,33.875,83,4.65,38,33,124,7.22,4.4,300,1
2024,Daniel Jackson,WR,Minnesota,B1G,0.991,1.045,0.011,0.834,1.016,1.15,0.984,1.003,75.285,75.242,0.043,29.205,24.384,18.396,49.208,26.077,314,2025,70.750,193,9,30.75,74.75,4.76,37.82,12,130,6.78,4.07,230,1
2024,Jake Briningstool,TE,Clemson,ACC,0.537,0.537,-0.401,0.292,0.626,1.089,0.36,0.921,30.635,30.635,0,8.47,11.276,10.889,14.049,16.586,150,2025,77.625,241,8.625,31.5,77.625,4.75,31,33,115,8.19,4.03,300,1
2024,Beaux Collins,WR,Notre Dame,Ind,0.802,0.861,-1.757,0.765,0.892,0.745,0.725,0.966,35.283,37.04,-1.757,17.585,12.482,5.216,21.755,13.527,311,2025,75.000,201,9.5,31.625,79.5,4.49,38.37,19,123,7.02,4.42,300,0
2024,Chimere Dike,WR,Florida,SEC,0.929,0.929,-0.124,0.877,0.657,1.177,0.993,0.863,49.243,49.243,0,18.41,10.51,17.655,26.811,22.432,235,2025,72.625,196,9.125,32.125,76.875,4.34,38.5,23,128,6.82,4.27,103,1
2024,Xavier Restrepo,WR,Miami,ACC,1.326,1.326,0.28,1.021,1.336,1.949,1.072,1.911,100.79,100.79,0,42.872,25.375,23.385,56.831,43.959,96,2025,69.875,209,9.125,29.375,71.625,4.39,40.57,17,113.9,6.84,4.12,300,1
2024,Corey Kiner,RB,Cincinnati,B12,0.181,0.631,0.149,-0.031,0.213,0.697,0.091,0.503,38.095,8.83,29.266,-3.427,13.87,20.916,14.954,23.141,232,2025,68.625,209,7.75,30.5,75.5,4.57,38.06,19,110.5,6.72,4.97,300,1
2024,Tyler Warren,TE,Penn State,B1G,0.833,0.815,0.913,0.622,0.743,1.241,0.758,0.983,119.971,95.328,24.643,36.1,36.422,40.952,72.777,47.194,5,2025,77.5,256,9.5,31.75,76.5,5.24,43,33,121.4,6.65,4.97,14,0
2024,Jordan Watkins,WR,Ole Miss,SEC,0.819,0.84,0.397,0.562,1.036,0.891,0.608,1.136,53.252,52.062,1.19,17.422,23.818,8.914,23.705,29.548,304,2025,71.250,196,9.125,29.375,72.5,4.37,36.5,14,119,6.65,4.36,138,1
2024,Ricky White,WR,UNLV,MWC,1.044,1.068,-0.853,0.744,0.757,1.941,0.786,1.682,83.481,84.334,-0.853,32.724,12.861,32.989,44.798,38.683,187,2025,73.125,184,9.25,31.75,76,4.61,36,11,123,6.66,4.66,238,1
2024,Savion Williams,WR,TCU,B12,0.678,0.741,0.583,0.445,0.377,1.184,0.62,0.854,84.719,55.565,29.154,27.159,13.192,24.868,58.246,26.473,94,2025,75.875,222,10.25,32.5,80.875,4.48,37.23,11,116,7.29,4.21,87,1
2024,Ja'Corey Brooks,WR,Louisville,ACC,1.385,1.385,0.161,0.634,1.823,2.319,0.697,2.327,88.638,88.638,0,16.48,43.752,30.142,25.801,62.837,255,2025,74.000,184,9,31.75,76.75,4.73,31.7,11,125,7,4.35,300,0
2024,Kaden Prather,WR,Maryland,B1G,0.744,0.772,-0.801,0.616,0.571,1.095,0.551,1.03,42.433,43.234,-0.801,13.551,10.274,18.608,18.738,23.695,208,2025,75.500,204,9.25,31.875,77.625,4.46,30,23,114,7.02,4.03,240,1
2024,Donovan Edwards,RB,Michigan,B1G,-0.007,0.133,-0.03,-0.119,0.159,-0.14,-0.017,0.036,-0.988,2.79,-3.778,-8.697,9.53,-1.821,-2.026,1.038,236,2025,71.375,205,10,30,74.625,4.44,38.5,23,122.8,7.23,4.03,300,1
2024,Phil Mafah,RB,Clemson,ACC,0.094,-0.187,0.13,-0.028,0.012,0.6,0.044,0.306,21.066,-4.672,25.738,-2.993,0.917,18.598,7.922,13.144,225,2025,72.625,234,9.5,31.375,77.625,4.39,37.4,33,121.4,7.53,4.97,239,0
2024,Roc Taylor,WR,Memphis,AAC,1.046,1.142,-1.093,0.485,0.993,2.017,0.766,1.55,73.223,76.501,-3.278,15.023,19.869,38.332,34.462,38.761,293,2025,73.875,213,9,32.25,78.25,4.49,30.5,14,122,6.85,4.14,300,1
2024,Luke Lachey,TE,Iowa,B1G,0.602,0.602,-0.305,0.498,0.332,1.253,0.532,0.752,13.243,13.243,0,3.985,2.991,6.267,7.977,5.267,230,2025,77.750,251,10,32.125,78.375,5.42,35,11,120,7.18,4.47,255,1
2024,TreVeyon Henderson,RB,Ohio State,B1G,0.352,0.439,0.331,0.338,0.35,0.392,0.354,0.344,57.66,13.617,44.043,29.368,19.24,7.456,42.516,15.144,33,2025,70.125,202,9.5,30.75,76.125,4.43,38.5,11,128,6.65,4.97,38,1
2024,Moliki Matavao,TE,UCLA,B1G,1.068,1.08,0.548,0.777,1.062,1.511,1.014,1.111,48.05,47.501,0.548,11.657,23.358,10.58,20.28,27.77,320,2025,77.625,260,9.5,32.5,78.875,4.81,32.5,11,114,6.65,4.97,248,1
2024,Jalen Milroe,QB,Alabama,SEC,0.355,0.303,0.475,0.297,0.136,0.738,0.324,0.406,168.881,101.007,67.875,58.573,20.609,87.034,96.267,72.615,74,2025,73.875,217,9.375,30.625,76.625,4.28,24.5,22,138,6.65,4.03,92,0
2024,Shedeur Sanders,QB,Colorado,B12,0.357,0.347,0.434,0.1,0.414,0.675,0.25,0.511,188.709,163.089,25.62,21.927,74.094,78.969,77.896,110.814,22,2025,73.5,212,9.375,31.5,77.75,4.28,24.5,22,93,6.65,4.97,144,0
2024,Dont'E Thornton,WR,Tennessee,SEC,1.72,1.72,0.498,1.748,1.536,1.905,1.748,1.559,46.438,46.438,0,22.719,12.288,11.431,40.203,6.235,259,2025,76.625,205,9.625,32.125,79,4.3,33,20,126,7.05,4.03,108,1
2024,Kyle McCord,QB,Syracuse,ACC,0.391,0.388,0.431,0.218,0.388,0.681,0.365,0.43,242.135,224.02,18.115,50.521,80.806,109.573,135.403,106.732,154,2025,75.000,218,9.5,31,74.5,4.28,24.5,22,138,7.19,4.97,181,0
2024,Tai Felton,WR,Maryland,B1G,1.003,1.008,0.774,0.801,1.165,1.265,0.899,1.148,98.312,96.764,1.548,27.219,40.759,29.093,51.225,47.087,140,2025,73.125,183,9,30,72.375,4.37,39.5,21,130,6.99,4.03,102,1
2024,Emeka Egbuka,WR,Ohio State,B1G,0.804,0.9,-0.259,0.49,1.114,0.765,0.686,1.094,78.002,80.077,-2.075,21.053,27.847,19.896,47.358,30.645,16,2025,72.875,202,9.625,31.5,76.625,4.54,37.82,11,125.3,7.41,4.55,19,0
2024,Jacolby George,WR,Miami,ACC,0.994,1.056,-0.857,0.523,1.214,1.783,0.659,1.882,61.645,63.359,-1.714,15.161,27.928,16.049,29.654,31.991,300,2025,71.000,172,9.5,31.375,75.5,4.65,32.5,24,120,6.77,4.8,300,1
2024,RJ Harvey,RB,UCF,B12,0.43,1.013,0.383,0.358,0.299,0.997,0.383,0.681,102.889,18.228,84.661,49.751,19.722,29.911,77.026,25.863,110,2025,68.000,205,9,29,71.25,4.4,38,16,127,7.34,4.34,60,1
2024,Terrance Ferguson,TE,Oregon,B1G,0.99,0.99,0.558,0.597,1.006,1.39,0.7,1.606,49.495,49.495,0,13.126,13.072,15.286,23.8,25.695,97,2025,77.375,247,9.25,32.875,80.125,4.63,39,11,122,6.65,4.97,46,1
2024,Nick Nash,WR,San José State,MWC,1.302,1.365,-1.857,1.29,1.174,1.438,1.263,1.399,132.784,136.498,-3.715,60.617,34.034,35.955,92.225,40.558,213,2025,74.500,203,8.75,31,76.5,4.57,34,16,123,7.41,4.47,300,1
2024,Kam Brown,WR,Purdue,B1G,2.411,2.411,1.72,1.458,2.411,2.338,1.755,2.411,2.411,2.411,0,0,2.411,0,0,2.411,266,2025,74.250,200,9.375,31.625,77.875,4.44,41.5,14,127,6.65,4.77,300,1
2024,Jackson Hawes,TE,Georgia Tech,ACC,1.139,1.139,0.005,0.593,0.806,1.64,0.928,1.279,17.078,17.078,0,2.371,3.226,11.482,5.565,11.513,210,2025,76.500,253,9.125,32.125,79,4.82,34.5,16,121,6.65,4.4,173,1
2024,Da'Quan Felton,WR,Virginia Tech,ACC,0.62,0.634,0.111,0.562,0.414,1.398,0.751,0.482,24.186,24.076,0.111,7.307,6.204,13.975,15.029,9.157,281,2025,76.750,213,9,32.25,79.125,4.5,32.5,18,122,7.1,4.3,300,1
2024,Josh Kelly,WR,Texas Tech,B12,1.047,1.085,-0.478,0.742,0.866,1.342,0.93,1.176,85.849,86.805,-0.956,22.248,18.181,38.92,39.987,45.862,299,2025,72.625,186,10.5,30.875,76.625,4.7,33,14,121,7.02,4.97,300,1
2024,Jaylin Noel,WR,Iowa State,B12,0.913,1.005,0.018,0.775,1.145,1.051,0.791,1.179,87.618,87.46,0.158,34.854,29.767,25.22,52.234,35.384,76,2025,70.250,194,8.75,29.5,73.75,4.39,41.5,23,134,6.82,4.17,79,1
2024,Sam Brown,WR,Miami,ACC,0.979,0.979,0.166,0.691,1.272,0.891,0.982,0.976,30.353,30.353,0,8.983,17.807,3.564,16.694,13.66,266,2025,74.250,200,9.375,31.625,77.875,4.44,41.5,14,127,6.65,4.77,300,1
2024,Thomas Fidone Jr.,TE,Nebraska,B1G,0.83,0.83,0.257,0.547,1.128,1.014,0.733,1.065,25.715,25.715,0,9.296,9.026,5.072,16.132,9.583,239,2025,77.000,243,10.625,34,82.625,4.7,35.5,33,126,7.01,4.29,219,1
2024,Oronde Gadsden II,TE,Syracuse,ACC,1.085,1.063,2.829,0.782,1.011,1.665,0.907,1.339,86.82,83.99,2.829,25.027,22.24,36.623,42.618,44.202,173,2025,76.625,243,10,33.375,81.625,5.45,34,33,114,6.65,4.97,165,1
2024,Dominic Lovett,WR,Georgia,SEC,0.493,0.557,-2.011,0.21,0.611,0.476,0.3,0.753,39.435,43.457,-4.021,4.195,22.607,10.468,13.822,25.613,283,2025,70.000,185,9.25,31.375,75.625,4.4,33.5,11,120,6.9,4.03,244,1
2024,C.J. Dippre,TE,Alabama,SEC,0.306,0.299,0.487,0.063,1.159,0.332,0.063,0.792,8.251,7.764,0.487,1.127,5.795,1.328,1.127,7.124,247,2025,76.875,256,9.625,32,79.75,4.69,34.5,32,120,6.65,4.03,300,1
2024,Brashard Smith,RB,SMU,ACC,0.22,0.469,0.169,0.109,0.183,0.674,0.19,0.349,57.168,20.623,36.545,15.216,15.766,20.902,40.074,17.094,133,2025,69.875,194,8.75,30.5,74,4.39,32.5,33,117,7.45,4.97,228,1
2024,Tory Horton,WR,Colorado State,MWC,1.083,1.286,-1.156,0.682,1.815,1.104,0.738,1.565,25.981,28.293,-2.313,8.863,12.702,4.415,10.329,15.652,121,2025,74.500,196,9,30.625,77,4.41,37.5,12,117.8,7.12,4.3,166,1
2024,Raheim Sanders,RB,South Carolina,SEC,0.249,0.684,0.184,0.004,0.22,1.247,0.256,0.22,52.038,18.477,33.561,0.413,15.403,32.418,42.794,9.244,249,2025,72.000,217,9.25,31.5,76.25,4.46,36.5,33,117.1,7.28,4.03,300,1
2024,Jaylin Lane,WR,Virginia Tech,ACC,0.747,0.916,0.352,0.527,0.943,1.024,0.581,1.134,44.828,38.49,6.337,15.275,16.974,12.288,24.415,20.412,223,2025,69.750,191,9.875,31.75,77.25,4.34,40,14,132,6.75,4.12,128,1
2024,Bryson Nesbit,TE,North Carolina,ACC,0.916,0.916,-0.096,0.818,0.611,1.35,0.814,1.527,19.228,19.228,0,7.365,3.669,6.75,14.648,4.58,297,2025,77.000,238,9.75,31.75,77.375,4.88,32.5,11,112,6.65,4.03,300,1
2024,Jack Bech,WR,TCU,B12,0.981,0.981,-0.052,0.707,1.072,1.303,0.788,1.373,77.487,77.487,0,28.263,21.447,19.546,41.776,35.71,67,2025,73.250,214,9,31.5,75,4.52,34.5,19,125,6.84,4.21,58,1
2024,Seth Henigan,QB,Memphis,AAC,0.333,0.337,0.301,0.034,0.25,0.909,0.214,0.521,180.136,162.092,18.044,7.305,45.562,118.156,70.803,109.333,193,2025,75.000,215,9,32,76.75,4.76,31.5,22,114,7.34,4.44,300,1
2024,Kyle Monangai,RB,Rutgers,B1G,0.11,0.081,0.112,-0.038,0.095,0.761,0.105,0.137,28.86,1.133,27.728,-5.029,8.222,31.182,22.961,5.899,180,2025,68.250,211,9,28.75,72,4.6,34.5,11,115.7,7.58,4.97,233,1
2024,Tez Johnson,WR,Oregon,B1G,0.91,0.932,-0.801,0.113,1.192,1.623,0.45,1.622,71.888,72.689,-0.801,3.393,34.567,30.831,21.607,50.28,80,2025,69.875,154,9,29.375,73.75,4.51,37,20,131,6.65,4.15,235,1
2024,Kyle Williams,WR,Washington State,PAC,1.167,1.338,0.075,0.711,1.77,1.55,1.088,1.442,94.499,93.676,0.823,31.979,40.71,18.596,68.543,25.956,155,2025,70.625,190,8.75,30.125,73,4.4,36.5,18,119,7.07,4.48,69,1
2024,Elijah Arroyo,TE,Miami,ACC,1.312,1.312,-0.325,1.067,1.464,2.253,1.17,1.981,52.477,52.477,0,21.342,17.562,13.52,38.608,13.87,44,2025,77.125,250,10,33,81.875,5.38,24.5,22,111,8.19,4.97,50,1
2024,Devin Neal,RB,Kansas,B12,0.342,0.406,0.334,0.171,0.277,0.864,0.331,0.385,82.028,10.545,71.483,19.613,22.397,34.564,63.538,18.49,104,2025,71.125,213,8.5,29.625,71.75,4.58,37.5,11,124,6.65,4.03,184,1
2024,Mitchell Evans,TE,Notre Dame,Ind,0.797,0.793,0.942,0.681,0.484,1.07,0.744,0.849,38.233,37.291,0.942,11.584,7.26,16.049,17.847,20.386,142,2025,77.375,258,9.5,31.875,77,4.74,31,33,115,7.25,4.4,163,1
2024,Riley Leonard,QB,Notre Dame,Ind,0.355,0.291,0.508,0.137,0.246,0.703,0.275,0.516,203.237,117.348,85.889,30.026,49.102,95.655,104.652,98.585,147,2025,75.750,216,9.5,31.625,77.125,4.28,43,22,93,8.19,4.97,189,0
2024,Montrell Johnson,RB,Florida,SEC,0.173,-0.052,0.209,-0.037,0.408,0.511,0.097,0.39,19.904,-0.834,20.738,-2.408,14.291,7.16,8.204,11.7,315,2025,71.375,212,9.25,30.75,75.375,4.41,35.5,33,123,7.02,4.29,300,1
2024,Luther Burden III,WR,Missouri,SEC,0.925,0.949,0.807,0.608,0.375,1.824,0.671,1.483,62.006,53.134,8.872,19.465,5.998,27.36,30.86,31.146,21,2025,72,206,8.5,31.25,76.5,4.41,29.17,12,115.9,7.33,4.11,39,1
2024,Jaydon Blue,RB,Texas,SEC,0.214,0.576,0.075,0.094,0.284,0.545,0.167,0.343,36.332,27.084,9.248,7.414,19.038,11.435,20.894,15.438,171,2025,69.000,196,8.25,29.875,75.5,4.38,33.8,33,125.3,6.65,4.97,149,1
2024,Trevor Etienne,RB,Georgia,SEC,0.208,0.292,0.183,0.076,0.149,0.378,0.233,0.094,32.864,10.515,22.349,5.76,7.281,10.59,30.226,2.638,158,2025,68.750,198,9.5,29.25,70.5,4.42,35,15,124,6.65,4.03,114,1
2024,Omarion Hampton,RB,North Carolina,ACC,0.281,0.703,0.226,0.173,0.257,0.859,0.259,0.393,85.212,24.594,60.618,29.212,23.644,30.071,65.171,20.041,13,2025,71.75,221,9.375,30.5,74.75,4.46,38,18,130,6.75,4.4,22,1
2024,Jordan James,RB,Oregon,B1G,0.342,0.367,0.339,0.227,0.243,0.98,0.342,0.344,85.608,10.631,74.977,29.743,20.89,28.422,72.545,13.063,191,2025,69.500,205,9.5,29.75,73.75,4.55,37.18,33,115.6,7.03,4.03,147,1
2024,Travis Hunter,WR,Colorado,B12,1.008,1.017,0.59,0.657,0.968,1.445,0.822,1.275,95.743,94.562,1.181,24.303,30.969,34.691,46.013,49.73,2,2025,72.375,188,9.125,31.375,76.875,4.43,43,12,105,8.19,4.94,2,0
2024,Tetairoa Mcmillan,WR,Arizona,B12,1.378,1.404,-0.922,0.981,1,2.358,1.051,1.72,121.235,122.157,-0.922,31.377,32.015,51.882,47.293,73.942,17,2025,76.125,219,10,31.5,77.875,4.68,32.15,15,121.5,6.94,4.19,8,0
2024,Quinshon Judkins,RB,Ohio State,B1G,0.255,0.278,0.252,0.123,0.303,0.876,0.229,0.37,51.536,7.223,44.313,13.232,22.995,11.39,37.835,13.701,36,2025,71.625,221,9.25,30.25,73.5,4.48,38.5,33,132,6.89,4.03,36,1
2024,Tre Harris,WR,Ole Miss,SEC,0.98,0.994,0.073,0.928,0.904,0.655,0.879,1.159,62.706,62.632,0.073,25.062,28.021,3.274,36.051,26.654,65,2025,74.375,205,9.625,31.875,78.25,4.54,38.5,15,125,6.93,4.05,55,1
2024,Gunnar Helm,TE,Texas,SEC,0.91,0.91,-0.154,0.504,1.086,1.306,0.714,1.149,62.78,62.78,0,15.134,23.888,20.889,27.149,35.631,91,2025,77.000,241,9.875,32.75,79.5,4.84,30,33,129.3,7.15,4.4,120,1
2024,Jaxson Dart,QB,Ole Miss,SEC,0.503,0.529,0.389,0.386,0.542,0.563,0.378,0.722,238.56,204.364,34.196,81.819,85.707,54.605,113.647,124.913,41,2025,74.250,223,9.5,30,72.875,4.28,43,22,138,6.65,4.03,25,0
2024,Ty Robinson,WR,Ball State,MAC,1.413,1.413,0.821,2.097,0.699,1.086,1.631,1.086,7.066,7.066,0,4.195,0.699,2.172,4.894,2.172,125,2025,77.125,288,10,32.25,79,4.83,33.5,28,119,7.58,4.5,111,1
2024,LaJohntay Wester,WR,Colorado,B12,1.064,1.094,-1.089,0.477,0.903,2.296,0.945,1.235,77.7,78.789,-1.089,11.934,24.376,39.024,40.645,37.055,303,2025,69.625,163,8.625,29.75,72.625,4.46,32,13,121,6.65,4.67,203,1
2024,Ja'Quinden Jackson,RB,Arkansas,SEC,0.324,0.712,0.279,0.136,0.312,0.862,0.283,0.552,53.458,12.103,41.355,11.137,16.847,23.28,39.654,13.804,270,2025,73.500,229,9.5,33,79.375,4.61,32,33,119,7.19,4.36,300,1
2024,Robbie Ouzts,TE,Alabama,SEC,1.228,1.228,0.387,0.191,1.782,0.529,0.864,2.319,9.821,9.821,0,0.383,8.909,0.529,5.182,4.638,319,2025,75.000,274,9.75,31.25,78.25,4.91,34,26,119,7.34,4.45,175,1
2024,Jalin Conyers,TE,Texas Tech,B12,1.175,1.173,1.188,0.917,0.64,1.501,0.792,2.069,35.259,29.32,5.939,8.252,5.123,16.507,16.636,18.624,274,2025,75.500,260,9.875,33.25,80.875,4.74,35.5,33,121,6.94,4.27,300,1
