Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,33.0,81.25,5.14,27.0,28,108.0,7.68,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0.0,0,0,Undrafted,0,0.16201094228535518,58,81.81818181818183,100.0
2025,DL,DL,Texas A&M,SEC,75.125,290,10.25,33.5,81.125,5.45,43.0,33,138.0,6.65,4.97,0,1762,14.297,76.763,68.737,71.579,64.836,5.2832,1,0,Rounds 2-3,0,0.16137303088324934,58,82.23140495867769,100.0
2023,CB,Secondary,Alabama,SEC,71.625,190,9.5,30.75,78.125,4.58,34.5,14,125.0,6.51,4.3,1,2181,27.296,89.526,85.539,81.093,61.676,5.366,1,1,Rounds 2-3,0,0.1607801684832697,58,82.64462809917356,100.0
2024,WR,Skill,Florida St.,ACC,75.25,213,9.375,32.125,78.125,4.61,38.0,15,127.0,6.84,4.1,1,1789,19.915,83.68,70.051,84.429,58.266,5.4205,0,1,Rounds 2-3,0,0.15924688808552911,58,83.05785123966942,100.0
2023,OT,OL,Boise St.,Mountain West,77.75,309,10.75,34.0,83.625,5.24,28.5,20,104.0,7.52,4.52,1,1712,3.797,52.954,41.976,64.425,46.27,0.0,0,0,Undrafted,0,0.15817157531483403,58,83.47107438016529,100.0
2023,OT,OL,Georgia,SEC,77.375,311,10.625,34.75,82.75,4.97,30.0,20,108.0,7.6,4.69,1,2300,29.908,93.511,90.791,87.647,45.406,5.5013,0,0,Round 1,0,0.15728419661958748,58,83.88429752066115,100.0
2024,OT,OL,Howard,MEAC,79.75,353,9.75,35.125,85.5,5.35,27.5,31,105.0,7.5,4.41,1,1743,10.624,67.994,66.593,60.836,53.823,0.0,0,0,Undrafted,0,0.1564558626576444,58,84.29752066115702,100.0
2025,EDGE,DL,Arkansas,SEC,78.0,264,10.0,33.25,83.625,4.68,40.5,28,129.0,7.02,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,5.2311,0,0,Rounds 2-3,0,0.15607325261138047,58,84.71074380165288,100.0
2023,TE,Skill,Utah,Pac-12,76.0,246,10.25,32.625,78.375,4.67,35.0,21,120.0,7.37,4.3,0,1915,19.146,79.905,74.866,74.068,53.378,5.4553,0,0,Round 1,0,0.15584746751854148,58,85.12396694214877,100.0
2024,S,Secondary,Georgia,SEC,70.5,198,9.0,30.75,73.875,4.47,37.0,17,123.0,7.03,5.04,1,2273,24.777,87.417,88.149,74.455,48.128,5.3033,1,0,Rounds 2-3,0,0.15563861782637048,58,85.53719008264463,100.0
2023,WR,Skill,Maryland,Big Ten,71.25,201,8.625,31.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,1645,7.842,61.934,61.039,57.849,51.968,0.0,0,0,Undrafted,0,0.155457995382963,58,85.9504132231405,100.0
2023,OT,OL,Kansas,Big 12,77.75,309,9.5,34.125,80.75,5.05,31.0,20,111.0,7.6,4.69,1,1373,3.37,60.21,82.028,38.063,37.048,0.0,0,0,Undrafted,0,0.15487452594066628,58,86.36363636363636,100.0
2025,CB,Secondary,Colorado,Big 12,72.375,188,9.125,31.375,76.875,4.43,43.0,12,105.0,8.19,4.94,0,1701,12.691,74.938,72.644,69.84,45.06,5.5491,0,1,Round 1,0,0.15393188137161656,58,86.77685950413223,100.0
2023,RB,Skill,Texas,Big 12,71.0,215,9.75,31.125,74.75,4.46,37.0,20,124.0,6.77,4.26,1,1900,19.379,79.1,73.758,70.57,66.449,5.5255,1,1,Round 1,0,0.15363220787677545,58,87.19008264462809,100.0
2024,DL,DL,Miami,ACC,75.5,303,9.0,33.875,80.625,5.12,30.0,27,109.0,7.81,4.75,1,1580,11.169,68.436,66.666,63.176,51.762,0.0,0,0,Undrafted,0,0.15331443207819523,58,87.60330578512396,100.0
2025,WR,Skill,Texas,SEC,71.0,191,9.5,30.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,5.4638,0,0,Round 1,0,0.15054461928546842,58,88.01652892561982,100.0
2025,EDGE,DL,Brigham Young,Big 12,77.625,271,9.375,33.125,81.0,4.78,34.0,27,120.0,7.21,4.54,1,1717,9.307,74.278,67.062,70.631,58.08,0.0,0,0,Undrafted,0,0.15054161423366444,58,88.42975206611571,100.0
2023,CB,Secondary,Iowa,Big Ten,72.625,193,9.5,30.0,74.125,4.45,39.0,12,127.0,6.68,4.29,1,1748,7.409,67.111,21.369,88.288,70.495,5.1705,0,0,Rounds 2-3,0,0.14994569235556282,58,88.84297520661157,100.0
2025,EDGE,DL,Baylor,Big 12,75.75,242,9.0,34.25,81.25,5.45,32.5,21,124.0,6.65,4.97,1,1656,9.105,70.789,70.321,56.691,72.021,0.0,0,0,Undrafted,0,0.14919300056532986,58,89.25619834710744,100.0
2023,OT,OL,Florida,SEC,77.0,306,10.0,34.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,1581,7.555,60.994,69.396,49.078,49.533,0.0,0,0,Undrafted,0,0.14688016984522265,58,89.6694214876033,100.0
2024,EDGE,DL,Penn St.,Big Ten,76.375,247,9.625,33.875,81.0,4.74,34.5,23,123.0,7.42,4.6,1,2000,25.618,85.731,66.931,89.424,64.921,5.112,1,0,Rounds 2-3,0,0.14391729671029924,58,90.08264462809917,100.0
2024,DL,DL,Ohio St.,Big Ten,74.75,290,10.0,33.5,81.125,4.97,31.0,27,111.0,7.65,4.61,0,2065,27.485,89.569,83.397,86.658,44.2,5.323,1,0,Rounds 2-3,0,0.14359902049013815,58,90.49586776859503,100.0
2024,EDGE,DL,Charlotte,AAC,76.5,260,9.5,33.5,79.375,4.65,34.5,23,121.0,7.17,4.36,0,1055,-14.993,22.913,17.6,42.495,39.432,0.0,0,0,Undrafted,0,0.14317851241627258,58,90.9090909090909,100.0
2025,EDGE,DL,South Carolina,SEC,76.0,254,9.625,34.0,81.5,4.73,30.43,23,138.0,6.65,4.97,1,1810,14.834,76.206,60.762,80.864,51.02,4.8978,0,0,Rounds 4-5,0,0.14174277441571645,58,91.32231404958677,100.0
2025,QB,Skill,Miami,ACC,73.625,219,9.0,30.5,75.75,4.28,43.0,22,138.0,8.19,4.97,0,1855,17.338,77.097,87.084,52.889,41.286,5.553,1,1,Round 1,0,0.14107894345804117,58,91.73553719008265,100.0
2025,WR,Skill,Ole Miss,SEC,74.375,205,9.5,31.75,78.25,4.54,38.5,15,125.0,6.93,4.05,1,2007,20.608,84.235,76.596,81.866,47.73,5.3181,1,1,Rounds 2-3,0,0.13967085030937976,58,92.14876033057851,100.0
2024,CB,Secondary,Kentucky,SEC,70.75,190,8.75,31.25,75.0,4.48,42.0,15,135.0,6.95,3.94,1,1641,7.33,63.962,60.477,61.626,52.112,5.2417,0,0,Rounds 2-3,0,0.1378200748046817,58,92.56198347107438,100.0
2023,LB,LB,Cincinnati,AAC,70.5,231,9.5,30.25,72.0,4.55,33.5,22,119.0,7.44,4.41,0,1690,6.451,60.989,44.607,64.989,69.829,0.0,0,1,Undrafted,0,0.13704862314888772,58,92.97520661157024,100.0
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,33.75,82.0,4.68,33.0,20,117.0,7.43,4.52,1,1554,6.28,57.494,40.857,78.383,33.853,0.0,0,0,Undrafted,0,0.13681239204929727,58,93.38842975206612,100.0
2025,EDGE,DL,Texas A&M,SEC,74.75,257,10.0,33.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,1762,14.297,76.763,68.737,71.579,64.836,5.3375,1,1,Rounds 2-3,0,0.13411450386999088,58,93.80165289256198,100.0
2024,DL,DL,Texas,Big 12,76.5,366,10.125,33.25,81.25,5.27,26.0,27,98.0,8.74,5.46,1,2025,23.196,86.583,76.615,83.977,60.972,5.3982,1,1,Rounds 2-3,0,0.126542723768809,58,94.21487603305785,100.0
2024,OT,OL,Oregon St.,Pac-12,77.75,324,10.125,33.125,80.625,5.13,32.0,30,111.0,7.81,4.63,1,1722,13.996,79.392,79.074,67.781,54.727,5.5013,0,1,Round 1,0,0.12262001414942006,58,94.62809917355372,100.0
2023,EDGE,DL,Florida,SEC,75.875,250,9.25,33.125,80.75,4.82,33.0,24,115.0,7.22,4.44,1,1581,7.555,60.994,69.396,49.078,49.533,0.0,0,0,Undrafted,0,0.12193039023282734,58,95.0413223140496,100.0
2023,LB,LB,Iowa,Big Ten,76.625,249,10.25,31.875,78.25,4.65,37.5,29,128.0,6.74,4.24,1,1748,7.409,67.111,21.369,88.288,70.495,5.4848,0,1,Round 1,0,0.12096504426107517,58,95.45454545454545,100.0
2025,OT,OL,Texas,SEC,77.125,315,10.375,33.5,84.375,5.16,32.0,14,104.0,7.81,4.66,1,2042,26.107,88.25,73.85,92.32,35.538,5.5215,0,1,Round 1,0,0.12081237458471321,58,95.86776859504133,100.0
2025,LB,LB,Georgia,SEC,73.0,243,10.25,32.0,79.875,4.75,24.5,11,115.3,6.88,4.03,0,1998,22.091,82.861,79.935,73.308,59.572,5.4972,1,1,Round 1,0,0.1201117561759785,58,96.28099173553719,100.0
2024,EDGE,DL,Missouri,SEC,77.125,285,10.625,34.5,84.375,4.95,35.0,21,111.0,7.44,4.84,1,1866,15.277,78.168,79.322,67.958,47.09,5.4467,0,0,Round 1,0,0.11905744063053056,58,96.69421487603306,100.0
2024,OT,OL,Georgia,SEC,79.75,340,11.25,36.125,86.75,5.07,25.5,30,111.0,7.46,4.41,1,2273,24.777,87.417,88.149,74.455,48.128,5.4848,1,0,Round 1,0,0.11686934594888378,58,97.10743801652893,100.0
2025,WR,Skill,Ohio State,Big Ten,72.875,202,9.5,31.5,76.625,4.54,37.82,11,125.3,7.41,4.55,0,2211,24.823,87.333,80.443,83.601,49.523,5.4806,1,1,Round 1,0,0.10594548578166094,58,97.52066115702479,100.0
2023,DL,DL,Georgia,SEC,75.0,314,10.25,33.5,81.0,5.13,29.0,25,106.0,7.65,4.82,0,2300,29.908,93.511,90.791,87.647,45.406,5.5215,0,1,Round 1,0,0.10152159745176909,58,97.93388429752066,100.0
2023,CB,Secondary,Oregon,Pac-12,73.375,197,9.5,32.0,76.875,4.38,41.5,14,133.0,6.89,4.26,1,1724,14.225,78.17,81.614,63.631,42.699,5.4889,0,1,Round 1,0,0.09829291786845115,58,98.34710743801654,100.0
2024,QB,Skill,Washington,Pac-12,74.25,216,10.5,33.625,81.0,4.79,32.5,17,112.0,7.04,4.26,0,1879,17.544,82.666,86.101,64.802,60.593,5.5255,0,1,Round 1,0,0.09235214445668129,58,98.7603305785124,100.0
2025,IOL,OL,Ohio State,Big Ten,75.625,315,9.75,33.5,83.75,4.28,24.5,11,102.1,6.65,4.03,0,2211,24.823,87.333,80.443,83.601,49.523,5.4596,1,1,Round 1,0,0.08882297060034133,58,99.17355371900827,100.0
2023,EDGE,DL,Clemson,ACC,77.0,268,8.5,33.75,81.25,4.62,32.0,25,117.0,7.36,4.44,1,1843,17.553,74.958,64.744,77.07,48.641,5.4424,0,1,Round 1,0,0.08304525902656472,58,99.58677685950413,100.0
2024,EDGE,DL,Alabama,SEC,74.75,247,9.875,34.375,83.0,4.46,40.5,23,127.0,7.39,4.31,1,2032,24.925,84.968,76.211,80.844,61.941,5.4889,0,1,Round 1,0,0.07827738795750863,58,100.0,100.0
