Season,Position,Position Group,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2025,CB,Secondary,ACC,70.75,189,8.75,75.0,4.45,37.75,11,122.3,6.65,4.97,1,4.302,57.687,0,0,Rounds 6-7,0,0.14201662235782592,34,55.371900826446286,72.3404255319149
2023,WR,Skill,AAC,73.5,224,10.25,78.5,4.56,36.0,20,125.0,6.96,4.29,0,1.775,54.675,0,0,Undrafted,0,0.1416224063543387,34,55.78512396694215,72.3404255319149
2023,RB,Skill,AAC,67.875,179,9.25,74.75,4.37,38.0,20,126.0,7.33,4.77,1,1.775,54.675,0,0,Undrafted,0,0.14033750970522754,34,56.19834710743802,72.3404255319149
2024,LB,LB,Big Ten,74.25,238,9.375,77.5,4.62,34.5,18,119.0,7.4,4.38,0,27.625,94.395,0,0,Rounds 2-3,1,0.13814682508186635,35,56.611570247933884,74.46808510638297
2025,CB,Secondary,Big 12,70.25,191,8.375,72.625,4.41,43.0,15,123.2,6.9,4.03,1,5.283,53.294,0,0,Rounds 4-5,0,0.1379945714868175,35,57.02479338842975,74.46808510638297
2025,S,Secondary,Mountain West,70.625,202,9.5,75.25,4.41,41.5,18,128.0,6.65,4.14,1,-8.417,32.498,0,0,Rounds 6-7,0,0.13780039228750837,35,57.438016528925615,74.46808510638297
2025,RB,Skill,ACC,71.75,221,9.375,74.75,4.46,38.0,18,130.0,6.75,4.4,1,2.602,50.555,0,0,Round 1,0,0.1369527490233481,35,57.85123966942148,74.46808510638297
2023,OT,OL,Mountain West,77.75,309,10.75,83.625,5.24,28.5,20,104.0,7.52,4.52,1,3.797,52.954,0,0,Undrafted,0,0.13687969887977472,35,58.26446280991735,74.46808510638297
2025,WR,Skill,SEC,70.0,185,9.25,75.625,4.4,33.5,11,120.0,6.9,4.03,1,22.091,82.861,1,0,Rounds 6-7,0,0.13547010562015685,35,58.67768595041323,74.46808510638297
2024,WR,Skill,Pac-12,74.375,208,9.625,78.0,4.5,36.5,13,119.0,6.86,4.12,1,13.091,69.753,0,0,Rounds 6-7,0,0.13487171898098116,35,59.09090909090909,74.46808510638297
2025,WR,Skill,Big 12,68.125,174,8.625,74.5,4.46,38.0,27,128.0,6.65,4.41,1,12.691,74.938,0,0,Rounds 6-7,0,0.13427519439712254,35,59.50413223140496,74.46808510638297
2023,EDGE,DL,SEC,75.875,250,9.25,80.75,4.82,33.0,24,115.0,7.22,4.44,1,7.555,60.994,0,0,Undrafted,0,0.13310555639772614,35,59.917355371900825,74.46808510638297
2025,WR,Skill,FBS Independent,75.0,201,9.5,79.5,4.49,38.37,19,123.0,7.02,4.42,0,25.305,88.314,0,0,Undrafted,0,0.1328068728028065,35,60.33057851239669,74.46808510638297
2025,WR,Skill,Big 12,76.125,214,9.125,80.0,4.47,39.0,11,128.0,7.75,4.03,1,10.15,66.812,0,0,Rounds 2-3,1,0.1318750014834021,36,60.74380165289256,76.59574468085107
2025,RB,Skill,SEC,68.75,198,9.5,70.5,4.42,35.0,15,124.0,6.65,4.03,1,22.091,82.861,1,0,Rounds 4-5,0,0.1313086047584404,36,61.15702479338842,76.59574468085107
2025,QB,Skill,ACC,73.625,219,9.0,75.75,4.28,43.0,22,138.0,8.19,4.97,0,17.338,77.097,1,1,Round 1,0,0.12942939553903354,36,61.57024793388429,76.59574468085107
2023,LB,LB,Big 12,74.625,229,9.5,78.125,4.56,34.0,15,124.0,6.62,4.33,1,19.379,79.1,1,0,Rounds 2-3,1,0.12629042330595036,37,61.98347107438017,78.72340425531915
2023,LB,LB,ACC,72.5,226,10.625,78.875,4.56,33.0,19,119.0,7.35,4.4,1,7.918,61.732,0,0,Rounds 4-5,0,0.12607805472037295,37,62.396694214876035,78.72340425531915
2024,CB,Secondary,SEC,73.0,196,8.5,74.125,4.49,38.0,15,126.0,6.94,4.25,0,14.091,72.034,1,0,Rounds 6-7,0,0.12376305281478676,37,62.8099173553719,78.72340425531915
2025,IOL,OL,SEC,78.5,308,10.375,79.25,4.97,32.0,11,113.0,7.38,4.03,1,22.091,82.861,1,0,Rounds 2-3,1,0.1223255763610912,38,63.22314049586777,80.85106382978722
2024,CB,Secondary,SEC,72.0,183,8.5,73.75,4.38,34.5,15,125.0,6.94,4.55,1,15.302,75.391,0,0,Rounds 4-5,0,0.12227281719047824,38,63.63636363636363,80.85106382978722
2023,RB,Skill,SEC,72.25,204,9.0,76.375,4.62,35.5,20,122.0,7.11,4.57,1,29.908,93.511,0,0,Rounds 6-7,0,0.12141843751394762,38,64.0495867768595,80.85106382978722
2025,WR,Skill,ACC,73.75,206,10.0,78.375,4.44,38.5,33,127.0,6.7,4.31,1,-5.299,38.36,0,0,Rounds 4-5,0,0.1206364702569254,38,64.46280991735537,80.85106382978722
2025,WR,Skill,SEC,71.25,196,9.125,72.5,4.37,36.5,14,119.0,6.65,4.36,1,20.608,84.235,1,0,Rounds 4-5,0,0.1196423782837641,38,64.87603305785123,80.85106382978722
2024,CB,Secondary,MVFC,70.875,195,9.375,74.0,4.5,35.5,13,118.0,6.88,3.98,1,10.639,66.998,0,0,Rounds 6-7,0,0.11937122911814654,38,65.28925619834712,80.85106382978722
2023,RB,Skill,Pac-12,72.375,237,9.25,76.0,4.74,30.0,20,118.0,6.84,4.32,1,19.146,79.905,0,0,Undrafted,0,0.1191551370531916,38,65.70247933884298,80.85106382978722
2024,CB,Secondary,SEC,71.375,179,8.625,74.625,4.44,33.5,15,123.0,6.94,4.58,1,15.277,78.168,0,0,Rounds 4-5,0,0.11874956725481495,38,66.11570247933885,80.85106382978722
2023,IOL,OL,ACC,74.25,303,9.5,81.0,4.99,28.5,20,108.0,7.7,4.81,1,17.553,74.958,0,0,Rounds 4-5,0,0.1179328754094837,38,66.52892561983471,80.85106382978722
2025,WR,Skill,SEC,76.625,205,9.5,79.0,4.3,33.0,20,126.0,7.05,4.03,1,20.786,83.706,0,0,Rounds 4-5,0,0.11761058928955917,38,66.94214876033058,80.85106382978722
2025,EDGE,DL,Big 12,75.75,242,9.0,81.25,5.45,32.5,21,124.0,6.65,4.97,1,9.105,70.789,0,0,Undrafted,0,0.11693979980419522,38,67.35537190082644,80.85106382978722
2024,TE,Skill,SEC,75.0,240,9.375,78.75,4.64,32.5,28,121.0,7.09,4.54,1,6.054,55.105,0,0,Undrafted,0,0.11592571864176429,38,67.76859504132231,80.85106382978722
2024,EDGE,DL,AAC,76.5,260,9.5,79.375,4.65,34.5,23,121.0,7.17,4.36,0,-14.993,22.913,0,0,Undrafted,0,0.11519022261491116,38,68.18181818181817,80.85106382978722
2025,LB,LB,ACC,73.875,233,9.375,75.375,4.6,40.0,26,125.0,7.28,4.03,1,4.302,57.687,0,0,Rounds 4-5,0,0.11382833782678252,38,68.59504132231406,80.85106382978722
2024,C,OL,Big Ten,73.5,298,9.0,78.25,5.23,29.5,25,101.0,7.33,4.5,1,27.625,94.395,0,0,Undrafted,0,0.113512942926468,38,69.00826446280992,80.85106382978722
2023,WR,Skill,AAC,68.625,182,8.625,70.375,4.4,37.5,14,124.0,6.92,4.29,1,6.451,60.989,0,0,Rounds 4-5,0,0.1119038984238944,38,69.42148760330579,80.85106382978722
2023,EDGE,DL,Mountain West,76.0,276,9.0,77.375,4.74,34.0,24,118.0,7.5,4.52,1,-5.871,37.879,0,0,Rounds 4-5,0,0.11069114095268166,38,69.83471074380165,80.85106382978722
2024,IOL,OL,Big Ten,76.125,308,9.875,80.625,5.01,26.5,28,112.0,7.64,4.61,1,8.085,66.299,0,0,Undrafted,0,0.11032698756356032,38,70.24793388429752,80.85106382978722
2023,K,Special Teams,Big Ten,73.0,209,9.5,75.875,4.58,34.0,20,121.0,7.27,4.44,0,23.62,85.085,1,0,Rounds 4-5,0,0.10996920460943871,38,70.66115702479338,80.85106382978722
2023,TE,Skill,ACC,75.75,247,8.75,79.375,4.7,35.5,20,115.0,7.42,4.3,1,7.586,64.28,0,0,Undrafted,0,0.10919893249571924,38,71.07438016528926,80.85106382978722
2024,LB,LB,Big 12,74.375,240,9.5,74.375,4.62,33.5,18,121.0,7.44,4.44,1,23.196,86.583,1,0,Rounds 6-7,0,0.10877565174086484,38,71.48760330578511,80.85106382978722
2025,TE,Skill,Big Ten,77.75,251,10.0,78.375,5.42,35.0,11,120.0,7.18,4.47,1,11.144,70.238,0,0,Rounds 6-7,0,0.10873121990606817,38,71.900826446281,80.85106382978722
2025,OT,OL,ACC,80.125,316,10.375,81.0,5.21,24.5,22,106.0,7.71,4.7,1,4.829,61.35,0,0,Rounds 2-3,1,0.10651270685847916,39,72.31404958677686,82.97872340425532
2023,C,OL,SEC,75.0,306,9.75,79.625,5.26,32.5,20,111.0,7.52,4.43,1,6.93,62.299,0,0,Rounds 4-5,0,0.10548231743778316,39,72.72727272727273,82.97872340425532
2023,RB,Skill,Big 12,71.0,215,9.375,78.5,4.54,34.5,20,121.0,6.96,4.43,0,14.378,80.5,0,0,Rounds 2-3,1,0.10468748082125998,40,73.14049586776859,85.1063829787234
2023,RB,Skill,Big Ten,70.125,209,9.25,74.375,4.47,37.0,20,123.0,6.9,4.38,1,-7.588,30.34,0,0,Rounds 6-7,0,0.10439503872653172,40,73.55371900826447,85.1063829787234
2024,EDGE,DL,SEC,74.75,247,9.875,83.0,4.46,40.5,23,127.0,7.39,4.31,1,24.925,84.968,0,1,Round 1,0,0.10430668428830847,40,73.96694214876032,85.1063829787234
2024,IOL,OL,SEC,75.5,302,10.5,81.5,5.13,26.5,27,111.0,7.67,4.58,1,15.36,75.057,0,0,Rounds 4-5,0,0.10424359497451985,40,74.3801652892562,85.1063829787234
2025,RB,Skill,SEC,72.0,217,9.25,76.25,4.46,36.5,33,117.1,7.28,4.03,1,14.834,76.206,0,0,Undrafted,0,0.10303237395055714,40,74.79338842975206,85.1063829787234
2023,TE,Skill,Big 12,75.5,241,9.75,79.125,4.68,32.0,20,117.0,7.3,4.36,1,9.969,66.271,0,0,Rounds 6-7,0,0.1028455179915447,40,75.20661157024794,85.1063829787234
2023,RB,Skill,AAC,71.75,216,9.25,75.0,4.41,35.5,20,124.0,6.83,4.31,1,-4.107,43.074,0,0,Undrafted,0,0.10206352928686321,40,75.6198347107438,85.1063829787234
2024,DL,DL,SEC,74.375,286,9.625,78.25,5.06,29.5,27,103.0,6.81,4.6,1,8.916,67.536,0,0,Rounds 6-7,0,0.10124850871435401,40,76.03305785123968,85.1063829787234
2023,CB,Secondary,Sun Belt,74.0,200,9.75,78.125,4.48,37.0,13,124.0,6.83,4.3,1,-6.531,40.095,0,0,Undrafted,0,0.10087357458212313,40,76.44628099173553,85.1063829787234
2025,WR,Skill,SEC,71.0,191,9.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,26.107,88.25,0,0,Round 1,0,0.09967976946457582,40,76.85950413223141,85.1063829787234
2024,RB,Skill,SEC,69.625,207,9.5,73.0,4.56,32.5,22,114.0,6.95,4.24,1,24.777,87.417,1,0,Undrafted,0,0.09918610369624489,40,77.27272727272727,85.1063829787234
2023,WR,Skill,Big Ten,71.375,175,9.0,74.0,4.43,36.5,13,124.0,6.91,4.29,1,4.283,58.947,0,0,Rounds 4-5,0,0.09762041171112223,40,77.68595041322314,85.1063829787234
2024,C,OL,ACC,75.0,308,10.0,79.0,5.09,29.5,28,108.0,7.41,4.01,1,8.778,68.7,0,0,Rounds 6-7,0,0.09747774828300433,40,78.099173553719,85.1063829787234
2025,RB,Skill,Big Ten,68.25,211,9.0,72.0,4.6,34.5,11,115.7,7.58,4.97,1,3.857,55.405,0,0,Rounds 6-7,0,0.09736527384315175,40,78.51239669421489,85.1063829787234
2023,CB,Secondary,FBS Independent,72.375,202,9.0,74.75,4.62,30.5,17,118.0,7.08,4.23,1,12.6,69.601,0,0,Undrafted,0,0.09723231022216056,40,78.92561983471074,85.1063829787234
2024,S,Secondary,ACC,76.25,231,9.5,80.25,4.65,30.0,17,117.0,6.69,3.5,1,11.169,68.436,0,0,Rounds 6-7,0,0.09506153391117428,40,79.33884297520662,85.1063829787234
2024,RB,Skill,ACC,71.0,206,9.625,74.125,4.51,35.0,22,122.0,6.82,4.23,0,13.892,72.489,1,0,Rounds 4-5,0,0.09219412427999907,40,79.75206611570248,85.1063829787234
2025,WR,Skill,Big 12,73.25,214,9.0,75.0,4.52,34.5,19,125.0,6.84,4.21,1,8.023,67.255,0,0,Rounds 2-3,1,0.09185673010902418,41,80.16528925619835,87.2340425531915
2025,TE,Skill,FBS Independent,77.375,241,9.5,77.0,4.74,31.0,33,115.0,7.25,4.4,1,25.305,88.314,0,0,Rounds 6-7,0,0.09179700773349676,41,80.57851239669421,87.2340425531915
2023,EDGE,DL,Sun Belt,76.5,248,10.0,81.25,4.67,29.0,23,116.0,7.35,4.44,1,-2.136,45.745,0,0,Rounds 6-7,0,0.09070953521830902,41,80.99173553719008,87.2340425531915
2023,RB,Skill,Pac-12,70.0,201,9.25,70.25,4.46,35.5,20,122.0,7.16,4.61,0,13.164,77.414,0,0,Undrafted,0,0.08851770556350849,41,81.40495867768594,87.2340425531915
2023,IOL,OL,SoCon,78.0,324,10.25,83.875,5.24,26.5,20,105.0,7.7,4.97,1,11.336,69.68,0,0,Undrafted,0,0.08460075326494179,41,81.81818181818183,87.2340425531915
2025,WR,Skill,ACC,76.25,213,9.0,79.125,4.5,32.5,18,122.0,7.1,4.3,1,8.853,70.514,0,0,Undrafted,0,0.08247908073790092,41,82.23140495867769,87.2340425531915
2023,TE,Skill,AAC,78.5,248,9.5,77.375,4.69,33.5,21,115.0,7.42,4.29,1,6.451,60.989,0,0,Rounds 4-5,0,0.08230206878489174,41,82.64462809917356,87.2340425531915
2023,LB,LB,Big 12,71.0,227,8.625,75.0,4.49,30.5,20,117.0,7.44,4.42,1,14.378,80.5,0,0,Rounds 6-7,0,0.0819957932900816,41,83.05785123966942,87.2340425531915
2023,IOL,OL,SEC,77.0,330,11.25,83.875,5.31,23.5,20,101.0,7.99,4.81,1,7.555,60.994,0,0,Rounds 2-3,1,0.07874507628643468,42,83.47107438016529,89.36170212765957
2023,C,OL,Big Ten,75.5,301,9.5,78.375,5.35,29.5,20,104.0,7.68,4.56,1,11.422,72.43,0,0,Rounds 2-3,1,0.07866871141497225,43,83.88429752066115,91.48936170212765
2024,IOL,OL,Pac-12,76.5,321,10.0,79.5,5.38,29.5,27,101.0,7.95,4.9,1,10.768,65.114,0,0,Undrafted,0,0.0786031081404173,43,84.29752066115702,91.48936170212765
2023,RB,Skill,SEC,71.625,210,9.5,76.625,4.56,32.5,20,119.0,7.23,4.68,1,6.205,55.022,0,0,Rounds 2-3,1,0.07838034716885517,44,84.71074380165288,93.61702127659575
2025,WR,Skill,Big 12,72.625,186,10.5,76.625,4.7,33.0,14,121.0,7.02,4.97,1,6.204,57.272,1,0,Undrafted,0,0.07826017331052479,44,85.12396694214877,93.61702127659575
2024,WR,Skill,SEC,70.0,181,9.125,72.75,4.43,35.5,14,124.0,7.0,4.35,1,0.859,45.573,0,0,Undrafted,0,0.07781210943664216,44,85.53719008264463,93.61702127659575
2025,DL,DL,Big 12,75.5,308,10.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,5.029,60.487,0,0,Undrafted,0,0.07716042528763645,44,85.9504132231405,93.61702127659575
2024,LB,LB,SEC,73.75,231,8.875,77.75,4.62,34.0,18,118.0,7.23,4.5,0,15.277,78.168,0,0,Rounds 2-3,1,0.07666310626111703,45,86.36363636363636,95.74468085106383
2024,K,Special Teams,SEC,72.875,187,8.5,73.625,4.39,38.0,15,127.0,6.81,4.14,0,24.925,84.968,0,0,Rounds 6-7,0,0.07474542771927437,45,86.77685950413223,95.74468085106383
2025,TE,Skill,Big 12,74.0,236,10.5,76.75,5.45,43.0,11,113.3,8.19,4.03,0,5.029,60.487,0,0,Undrafted,0,0.07384910374395728,45,87.19008264462809,95.74468085106383
2023,RB,Skill,Sun Belt,73.375,217,9.75,78.625,4.61,37.0,20,121.0,6.85,4.33,1,0.411,45.95,0,0,Undrafted,0,0.07367629260923164,45,87.60330578512396,95.74468085106383
2025,WR,Skill,ACC,71.375,186,8.5,74.375,4.59,36.0,19,124.0,7.37,4.03,1,3.991,55.816,0,0,Rounds 6-7,0,0.07332759378663019,45,88.01652892561982,95.74468085106383
2023,IOL,OL,Pac-12,77.75,306,10.75,81.125,5.5,28.0,20,101.0,8.34,4.97,1,11.472,73.944,1,0,Undrafted,0,0.07308470214103677,45,88.42975206611571,95.74468085106383
2023,K,Special Teams,SEC,72.0,194,9.125,74.375,4.58,34.0,20,121.0,7.27,4.44,0,29.908,93.511,0,0,Undrafted,0,0.0715101180243424,45,88.84297520661157,95.74468085106383
2025,LB,LB,SEC,73.0,222,8.5,77.75,4.69,32.0,11,117.0,7.09,4.27,1,11.901,71.717,0,0,Rounds 4-5,0,0.07042362876301121,45,89.25619834710744,95.74468085106383
2024,RB,Skill,Big 12,67.375,202,9.75,70.75,4.61,33.5,22,116.0,6.87,4.23,1,9.511,59.244,0,0,Undrafted,0,0.07015022087015738,45,89.6694214876033,95.74468085106383
2024,TE,Skill,Mountain West,75.375,241,10.25,78.125,4.78,32.5,28,122.0,6.83,4.21,1,-11.774,30.563,0,0,Undrafted,0,0.0699955690316773,45,90.08264462809917,95.74468085106383
2023,IOL,OL,Pac-12,78.0,310,10.0,77.75,5.22,29.0,20,105.0,7.9,4.79,1,13.164,77.414,0,0,Rounds 6-7,0,0.0695549698125379,45,90.49586776859503,95.74468085106383
2025,TE,Skill,SEC,77.125,251,10.0,78.75,4.28,24.5,33,110.7,6.65,4.97,0,13.515,71.849,0,0,Rounds 2-3,1,0.06552542610449147,46,90.9090909090909,97.87234042553192
2024,RB,Skill,ACC,69.5,193,8.5,71.0,4.56,34.5,22,121.0,6.65,4.22,1,11.36,72.759,0,0,Rounds 6-7,0,0.06519218788340256,46,91.32231404958677,97.87234042553192
2025,CB,Secondary,MAC,73.25,190,9.0,75.5,4.43,26.41,16,124.0,6.65,4.03,1,-10.952,37.661,0,0,Rounds 6-7,0,0.06320495570895926,46,91.73553719008265,97.87234042553192
2025,WR,Skill,SEC,75.0,200,9.5,78.375,4.56,31.0,17,117.0,6.84,4.03,1,12.197,68.028,0,0,Undrafted,0,0.06267512467742434,46,92.14876033057851,97.87234042553192
2025,IOL,OL,Big Ten,77.75,309,10.0,77.125,5.45,28.5,33,110.0,7.78,4.63,1,11.144,70.238,0,0,Rounds 6-7,0,0.062327387351270185,46,92.56198347107438,97.87234042553192
2024,C,OL,Big Ten,76.0,307,9.75,79.0,5.17,31.5,27,107.0,7.41,4.29,0,-3.512,38.745,0,0,Rounds 6-7,0,0.06219764849259722,46,92.97520661157024,97.87234042553192
2023,IOL,OL,NSIC,76.0,304,9.75,78.75,5.2,29.0,20,109.0,7.77,4.75,0,14.599,74.563,0,0,Undrafted,0,0.060923987429622156,46,93.38842975206612,97.87234042553192
2023,LS,Special Teams,AAC,76.0,240,9.625,78.375,5.06,30.0,12,114.0,7.27,4.46,1,6.904,61.732,0,0,Undrafted,0,0.0588752633351263,46,93.80165289256198,97.87234042553192
2023,WR,Skill,Big 12,73.875,203,9.375,74.875,4.53,36.0,17,116.0,6.91,4.35,1,6.28,57.494,0,0,Rounds 6-7,0,0.057371080149480155,46,94.21487603305785,97.87234042553192
2023,WR,Skill,Conference USA,74.0,201,9.5,77.875,4.57,35.0,17,125.0,6.89,4.32,1,-17.759,17.839,0,0,Rounds 6-7,0,0.05674442403139939,46,94.62809917355372,97.87234042553192
2025,IOL,OL,ACC,77.25,321,9.0,80.875,5.45,24.5,11,113.3,6.77,4.03,0,14.768,79.193,0,0,Undrafted,0,0.05673217124912741,46,95.0413223140496,97.87234042553192
2023,RB,Skill,SEC,72.0,217,8.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,5.824,59.284,0,0,Rounds 6-7,0,0.05628547410134961,46,95.45454545454545,97.87234042553192
2023,WR,Skill,Mountain West,71.125,172,8.875,74.75,4.4,34.5,12,121.0,6.91,4.29,1,3.726,61.671,0,0,Undrafted,0,0.05620543766743952,46,95.86776859504133,97.87234042553192
2024,C,OL,ACC,77.375,313,9.375,79.75,5.2,31.0,27,105.0,7.41,4.24,0,8.778,68.7,0,0,Round 1,0,0.05462096574638711,46,96.28099173553719,97.87234042553192
2024,K,Special Teams,SEC,73.0,172,9.25,73.625,4.29,39.0,13,130.0,6.69,4.06,0,2.225,47.846,0,0,Rounds 6-7,0,0.05137065254731783,46,96.69421487603306,97.87234042553192
2023,IOL,OL,Sun Belt,78.25,318,10.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,-10.538,30.819,0,0,Rounds 4-5,0,0.04784661766728548,46,97.10743801652893,97.87234042553192
2025,IOL,OL,Big 12,78.5,313,10.25,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1.795,52.984,0,0,Rounds 2-3,1,0.04587716026962918,47,97.52066115702479,100.0
2025,WR,Skill,Mountain West,74.5,203,8.625,76.5,4.57,34.0,16,123.0,7.41,4.47,1,-5.133,42.709,0,0,Undrafted,0,0.04579091171509388,47,97.93388429752066,100.0
2024,C,OL,Big 12,76.0,314,10.0,78.75,5.42,24.5,24,95.0,7.41,4.33,1,22.492,84.142,0,0,Undrafted,0,0.04488239732550931,47,98.34710743801654,100.0
2024,IOL,OL,Conference USA,75.25,322,10.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,3.816,67.732,0,0,Undrafted,0,0.04479008771825174,47,98.7603305785124,100.0
2024,IOL,OL,SEC,77.25,304,9.5,77.875,5.31,29.0,26,110.0,7.57,4.47,1,2.225,47.846,0,0,Undrafted,0,0.041460749797047725,47,99.17355371900827,100.0
2024,P,Special Teams,Big 12,76.375,235,8.875,76.375,4.63,35.5,19,123.0,7.05,4.31,0,-1.805,52.478,0,0,Undrafted,0,0.04082449301008911,47,99.58677685950413,100.0
2025,LB,LB,Big 12,134.75,231,10.067,74.5,4.68,29.53,11,123.3,7.09,4.03,0,5.029,60.487,0,0,Undrafted,0,1.2613017465786924e-05,47,100.0,100.0
