Season,Position,Position Group,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2024,S,Secondary,Big 12,74.375,216,9.125,79.125,4.51,41.0,24,146.0,6.81,4.04,1,6.237,62.556,0,0,Undrafted,0,0.1573044968546021,17,16.528925619834713,70.83333333333334
2024,OT,OL,Pac-12,77.0,311,10.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,11.44,73.172,0,0,Round 1,1,0.1562415194331337,18,16.94214876033058,75.0
2025,RB,Skill,Big Ten,70.125,202,9.5,76.125,4.43,38.5,11,128.0,6.65,4.97,1,24.823,87.333,1,0,Rounds 2-3,0,0.15539189013254884,18,17.355371900826448,75.0
2023,DL,DL,Big 12,74.625,292,10.375,83.375,5.04,33.0,29,112.0,7.53,4.75,1,19.379,79.1,1,0,Rounds 6-7,0,0.15388411816268865,18,17.768595041322314,75.0
2024,OT,OL,Big 12,77.75,306,10.125,80.625,4.95,36.5,29,117.0,7.76,4.75,1,9.736,69.854,0,0,Rounds 6-7,0,0.1510295806621718,18,18.181818181818183,75.0
2024,CB,Secondary,FBS Independent,75.0,202,9.375,78.875,4.5,39.5,11,130.0,7.12,4.24,1,20.776,83.947,1,0,Rounds 4-5,0,0.14660048196861436,18,18.59504132231405,75.0
2024,DL,DL,Big Ten,74.75,290,10.0,81.125,4.97,31.0,27,111.0,7.65,4.61,0,27.485,89.569,1,0,Rounds 2-3,0,0.14531890222788957,18,19.00826446280992,75.0
2025,EDGE,DL,ACC,76.625,258,10.0,80.25,4.62,35.5,19,121.0,6.65,4.16,1,17.338,77.097,1,0,Rounds 6-7,0,0.14500806105219338,18,19.421487603305785,75.0
2024,LB,LB,Big Ten,73.375,241,10.25,77.75,4.58,35.0,18,124.0,7.45,4.74,1,25.618,85.731,1,0,Undrafted,0,0.1437054945821868,18,19.834710743801654,75.0
2025,DL,DL,SEC,77.625,332,10.0,85.0,4.28,26.0,11,96.0,6.65,4.97,1,26.107,88.25,0,0,Rounds 2-3,0,0.14021978013510522,18,20.24793388429752,75.0
2024,EDGE,DL,SEC,77.125,285,10.625,84.375,4.95,35.0,21,111.0,7.44,4.84,1,15.277,78.168,0,0,Round 1,1,0.13994223341426806,19,20.66115702479339,79.16666666666666
2025,EDGE,DL,ACC,74.5,248,9.25,82.75,4.28,35.5,22,119.0,6.94,4.19,1,4.829,61.35,0,0,Rounds 2-3,0,0.13986032921400987,19,21.074380165289256,79.16666666666666
2025,DL,DL,ACC,76.25,294,10.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,2.602,50.555,0,0,Undrafted,0,0.1393425645246641,19,21.487603305785125,79.16666666666666
2025,DL,DL,ACC,77.5,321,10.25,85.125,5.14,34.5,11,111.0,6.65,4.03,1,7.402,66.705,0,0,Rounds 6-7,0,0.1362308711472902,19,21.90082644628099,79.16666666666666
2024,WR,Skill,Big 12,73.25,205,9.0,77.625,4.34,39.5,19,136.0,6.84,4.11,1,23.196,86.583,1,0,Rounds 2-3,0,0.13529628137793656,19,22.31404958677686,79.16666666666666
2024,S,Secondary,Pac-12,74.375,215,10.0,79.875,4.51,39.0,16,122.0,6.83,4.14,1,17.544,82.666,0,0,Rounds 6-7,0,0.13485400777063117,19,22.727272727272727,79.16666666666666
2025,LB,LB,Big Ten,72.625,218,9.534,79.875,4.38,35.0,11,127.0,7.24,4.03,1,18.73,83.71,1,0,Undrafted,0,0.1344988748379668,19,23.140495867768596,79.16666666666666
2023,TE,Skill,SEC,78.625,264,11.0,83.75,4.64,31.0,21,122.0,6.75,4.08,1,29.908,93.511,0,0,Rounds 2-3,0,0.13249758175285611,19,23.553719008264462,79.16666666666666
2024,CB,Secondary,SEC,70.75,190,8.75,75.0,4.48,42.0,15,135.0,6.95,3.94,1,7.33,63.962,0,0,Rounds 2-3,0,0.12477841270258169,19,23.96694214876033,79.16666666666666
2025,TE,Skill,SEC,76.125,239,10.125,83.0,4.65,38.0,33,124.0,7.22,4.4,1,14.834,76.206,0,0,Undrafted,0,0.11735157786165099,19,24.380165289256198,79.16666666666666
2025,EDGE,DL,UAC,72.875,263,9.25,77.5,4.69,35.0,26,118.0,7.15,4.39,1,12.036,70.585,0,0,Rounds 4-5,0,0.1167881640315543,19,24.793388429752067,79.16666666666666
2023,CB,Secondary,Pac-12,69.0,184,9.125,70.375,4.51,33.0,18,133.0,6.51,4.32,1,19.146,79.905,0,0,Rounds 4-5,0,0.11294288828428986,19,25.206611570247933,79.16666666666666
2025,TE,Skill,SEC,75.0,274,9.625,78.25,4.91,34.0,26,119.0,7.34,4.45,1,23.933,85.057,1,0,Rounds 6-7,0,0.11168841514127446,19,25.6198347107438,79.16666666666666
2025,DL,DL,Big Ten,77.125,288,10.0,79.0,4.83,33.5,28,119.0,7.58,4.5,1,6.154,64.984,0,0,Rounds 4-5,0,0.11053921827218935,19,26.033057851239672,79.16666666666666
2023,OT,OL,Big Ten,77.625,306,9.375,79.125,5.1,31.5,20,113.0,7.6,4.69,1,7.842,61.934,0,0,Rounds 6-7,0,0.10765496056050904,19,26.446280991735538,79.16666666666666
2024,CB,Secondary,Big Ten,71.125,185,8.875,75.625,4.39,34.5,13,120.0,6.94,4.35,1,27.625,94.395,0,0,Undrafted,0,0.10622435051259574,19,26.859504132231404,79.16666666666666
2024,OT,OL,MEAC,79.75,353,9.75,85.5,5.35,27.5,31,105.0,7.5,4.41,1,10.624,67.994,0,0,Undrafted,0,0.10539102442197368,19,27.27272727272727,79.16666666666666
2024,S,Secondary,SEC,71.625,179,9.875,76.625,4.45,39.5,13,133.0,7.22,5.94,1,8.916,67.536,0,0,Rounds 6-7,0,0.10500935678305075,19,27.685950413223143,79.16666666666666
2024,RB,Skill,FBS Independent,71.375,221,10.25,76.5,4.71,38.0,23,125.0,7.0,4.25,1,20.776,83.947,1,0,Rounds 4-5,0,0.10481986764359627,19,28.09917355371901,79.16666666666666
2023,EDGE,DL,Big Ten,76.75,250,10.75,83.375,4.74,33.5,21,118.0,7.18,4.38,1,-0.651,40.694,0,0,Rounds 6-7,0,0.10473906842792041,19,28.512396694214875,79.16666666666666
2023,EDGE,DL,Big 12,74.5,269,9.25,82.0,4.68,33.0,20,117.0,7.43,4.52,1,6.28,57.494,0,0,Undrafted,0,0.10461566629694986,19,28.92561983471074,79.16666666666666
2023,DL,DL,SEC,75.0,304,10.0,82.0,5.1,29.5,24,109.0,7.6,4.79,1,13.237,75.362,0,0,Rounds 4-5,0,0.09903834433068112,19,29.338842975206614,79.16666666666666
2023,CB,Secondary,Big Ten,71.375,203,10.125,75.75,4.65,32.5,18,119.0,7.03,4.21,1,19.477,82.964,0,0,Rounds 2-3,0,0.09895781252925287,19,29.75206611570248,79.16666666666666
2023,CB,Secondary,AAC,72.0,195,9.5,78.0,4.53,37.5,15,125.0,6.97,4.52,1,4.061,51.527,0,0,Rounds 6-7,0,0.09867081663251698,19,30.165289256198346,79.16666666666666
2024,CB,Secondary,SEC,71.75,190,8.875,77.625,4.46,40.5,15,129.0,6.94,4.19,1,6.054,55.105,0,0,Rounds 6-7,0,0.09831536912659887,19,30.57851239669421,79.16666666666666
2024,DL,DL,ACC,74.375,302,10.25,79.125,4.99,32.0,27,109.0,7.95,4.75,1,8.778,68.7,0,0,Rounds 2-3,0,0.09808948935511812,19,30.991735537190085,79.16666666666666
2024,S,Secondary,SEC,70.5,198,9.0,73.875,4.47,37.0,17,123.0,7.03,5.04,1,24.777,87.417,1,0,Rounds 2-3,0,0.09725266070695421,19,31.40495867768595,79.16666666666666
2023,CB,Secondary,Big Ten,72.625,193,9.5,74.125,4.45,39.0,12,127.0,6.68,4.29,1,7.409,67.111,0,0,Rounds 2-3,0,0.09718619020918595,19,31.818181818181817,79.16666666666666
2025,EDGE,DL,SEC,77.875,274,9.125,82.75,5.45,24.5,30,138.0,8.19,4.97,0,20.608,84.235,1,0,Undrafted,0,0.09641797642171708,19,32.231404958677686,79.16666666666666
2023,WR,Skill,SEC,73.75,220,10.375,75.75,4.46,39.5,22,129.0,6.96,4.29,1,12.342,68.271,0,0,Rounds 2-3,0,0.09427115307169431,19,32.64462809917356,79.16666666666666
2024,TE,Skill,Pac-12,75.125,231,9.25,78.5,4.47,35.0,28,121.0,6.99,4.39,1,17.544,82.666,0,0,Rounds 6-7,0,0.0941313147196953,19,33.057851239669425,79.16666666666666
2023,EDGE,DL,Pac-12,76.0,260,9.0,80.125,4.49,32.0,28,110.0,7.37,4.44,1,14.225,78.17,0,0,Rounds 2-3,0,0.09325389426889717,19,33.47107438016529,79.16666666666666
2023,CB,Secondary,Pac-12,72.0,191,9.75,76.625,4.52,36.0,15,131.0,6.51,4.27,1,-3.917,38.149,0,0,Rounds 4-5,0,0.0914548163848342,19,33.88429752066116,79.16666666666666
2024,WR,Skill,OVC-Big South,72.75,202,10.125,76.125,4.44,39.5,19,132.0,6.85,4.12,1,10.257,67.367,0,0,Rounds 6-7,0,0.09109191420342307,19,34.29752066115703,79.16666666666666
2023,WR,Skill,Big Ten,70.0,204,10.125,72.0,4.52,35.5,16,123.0,6.94,4.29,1,19.477,82.964,0,0,Rounds 6-7,0,0.09103283911715182,19,34.710743801652896,79.16666666666666
2024,CB,Secondary,SEC,71.5,186,8.875,73.75,4.52,37.0,15,126.0,6.62,4.12,1,24.777,87.417,1,0,Rounds 2-3,0,0.09044079612577224,19,35.12396694214876,79.16666666666666
2024,EDGE,DL,Pac-12,75.875,264,9.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,3.221,62.169,0,0,Rounds 4-5,0,0.08950006072539277,19,35.53719008264463,79.16666666666666
2024,S,Secondary,Big Ten,73.5,199,8.75,78.0,4.55,32.5,13,121.0,7.03,5.07,1,27.485,89.569,1,0,Undrafted,0,0.08759109990647519,19,35.9504132231405,79.16666666666666
2023,OT,OL,ACC,76.0,309,10.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,6.195,60.099,0,0,Rounds 6-7,0,0.08667151277012328,19,36.36363636363637,79.16666666666666
2024,TE,Skill,Big 12,75.875,245,10.125,78.25,4.69,35.0,28,121.0,7.04,4.32,1,23.196,86.583,1,0,Rounds 4-5,0,0.0856697448875173,19,36.77685950413223,79.16666666666666
2025,CB,Secondary,Big 12,74.875,195,9.0,80.0,4.3,36.5,11,131.0,6.71,4.04,1,10.15,66.812,0,0,Rounds 2-3,0,0.08551706027223983,19,37.1900826446281,79.16666666666666
2025,WR,Skill,SEC,74.5,209,10.0,78.5,4.33,42.99,14,123.6,6.65,4.03,0,20.786,83.706,0,0,Undrafted,0,0.08429251411946796,19,37.60330578512397,79.16666666666666
2024,IOL,OL,Big Ten,76.125,309,10.625,84.75,5.15,29.5,28,109.0,7.7,4.61,0,27.625,94.395,0,0,Rounds 6-7,0,0.08386412984052907,19,38.01652892561984,79.16666666666666
2023,CB,Secondary,ACC,72.0,198,9.625,77.625,4.45,38.5,12,125.0,7.09,4.41,1,-0.466,39.09,0,0,Rounds 2-3,0,0.0837067172106835,19,38.429752066115704,79.16666666666666
2025,EDGE,DL,Big 12,77.625,271,9.375,81.0,4.78,34.0,27,120.0,7.21,4.54,1,9.307,74.278,0,0,Undrafted,0,0.08365877228132286,19,38.84297520661157,79.16666666666666
2023,WR,Skill,SEC,76.0,229,10.0,83.375,4.55,35.5,18,126.0,6.97,4.29,1,7.555,60.994,0,0,Rounds 4-5,0,0.08357626927291284,19,39.25619834710744,79.16666666666666
2023,QB,Skill,AAC,74.5,220,9.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,4.061,51.527,0,0,Rounds 4-5,0,0.0831823134476752,19,39.66942148760331,79.16666666666666
2023,TE,Skill,Pac-12,76.0,246,10.25,78.375,4.67,35.0,21,120.0,7.37,4.3,0,19.146,79.905,0,0,Round 1,1,0.08200432221931793,20,40.082644628099175,83.33333333333334
2025,S,Secondary,SEC,71.25,186,9.0,75.375,4.45,40.36,17,121.4,6.65,4.03,1,26.107,88.25,0,0,Rounds 2-3,0,0.08151977820256262,20,40.49586776859504,83.33333333333334
2025,WR,Skill,Big Ten,74.125,205,9.75,78.5,4.57,32.0,12,123.0,7.04,4.54,1,21.125,85.854,1,0,Undrafted,0,0.08019624633621113,20,40.909090909090914,83.33333333333334
2023,CB,Secondary,Big Ten,72.0,205,9.25,77.125,4.62,35.5,18,118.0,6.99,4.17,1,7.409,67.111,0,0,Undrafted,0,0.07890343051167413,20,41.32231404958678,83.33333333333334
2024,LB,LB,Big Ten,71.375,233,8.5,78.0,4.62,34.5,18,119.0,7.26,4.63,0,27.625,94.395,0,0,Rounds 6-7,0,0.07819954660975531,20,41.735537190082646,83.33333333333334
2024,QB,Skill,Big Ten,74.5,219,9.0,75.875,4.81,32.5,17,114.0,6.82,4.23,1,27.625,94.395,0,0,Round 1,1,0.07753952391551694,21,42.14876033057851,87.5
2023,OT,OL,Big 12,77.75,309,9.5,80.75,5.05,31.0,20,111.0,7.6,4.69,1,3.37,60.21,0,0,Undrafted,0,0.0759014271567791,21,42.561983471074385,87.5
2025,LB,LB,Big Ten,76.625,239,9.0,82.375,4.28,43.0,33,123.2,7.59,4.2,0,3.857,55.405,0,0,Undrafted,0,0.07557386123670543,21,42.97520661157025,87.5
2025,DL,DL,SEC,75.25,319,9.5,81.25,5.14,27.0,28,108.0,7.68,4.97,1,8.19,65.787,0,0,Undrafted,0,0.07552794691494143,21,43.388429752066116,87.5
2024,IOL,OL,Big 12,76.5,313,10.75,84.0,4.99,34.0,30,114.0,7.58,4.54,1,9.511,59.244,0,0,Rounds 2-3,0,0.07551515438439468,21,43.80165289256198,87.5
2025,WR,Skill,SEC,72.125,179,9.0,77.0,4.36,38.0,20,127.0,6.82,4.19,1,22.091,82.861,1,0,Rounds 4-5,0,0.07535181962194622,21,44.214876033057855,87.5
2025,DL,DL,Big Ten,74.875,299,10.125,78.625,4.28,24.5,33,93.0,8.19,4.97,0,24.823,87.333,1,0,Rounds 4-5,0,0.07519567850623116,21,44.62809917355372,87.5
2025,TE,Skill,SEC,77.0,241,9.75,79.5,4.84,30.0,33,129.3,7.15,4.4,1,26.107,88.25,0,0,Rounds 4-5,0,0.07518568375312625,21,45.04132231404959,87.5
2023,QB,Skill,Pac-12,73.625,203,9.875,74.75,4.56,32.5,20,121.0,7.28,4.44,1,8.553,65.594,0,0,Rounds 4-5,0,0.07515907983677887,21,45.45454545454545,87.5
2023,TE,Skill,SEC,76.0,242,9.5,79.125,4.67,35.5,21,120.0,7.36,4.32,0,27.296,89.526,1,0,Rounds 4-5,0,0.07481892547222864,21,45.867768595041326,87.5
2024,CB,Secondary,ACC,70.75,186,8.75,78.25,4.45,38.5,15,124.0,7.12,4.35,1,-0.369,43.622,0,0,Rounds 6-7,0,0.07433078344047508,21,46.28099173553719,87.5
2025,WR,Skill,Big Ten,70.75,193,9.0,74.75,4.76,37.82,12,130.0,6.78,4.07,1,9.315,68.599,0,0,Rounds 6-7,0,0.07355499903091424,21,46.69421487603306,87.5
2024,RB,Skill,Big Ten,68.5,229,9.0,69.625,4.56,36.0,22,119.0,7.25,4.26,0,27.485,89.569,1,0,Undrafted,0,0.07321000763631325,21,47.107438016528924,87.5
2023,IOL,OL,Pac-12,76.0,303,10.125,81.25,5.01,32.5,20,114.0,7.31,4.45,1,8.553,65.594,0,0,Rounds 4-5,0,0.07274205600582224,21,47.5206611570248,87.5
2023,DL,DL,SEC,77.625,310,9.5,80.875,4.88,31.0,22,110.0,7.5,4.73,1,7.555,60.994,0,0,Rounds 2-3,0,0.07172863215199299,21,47.93388429752066,87.5
2025,CB,Secondary,CAA,73.25,209,9.5,78.125,4.56,32.92,11,124.0,6.65,4.97,1,10.737,66.313,0,0,Undrafted,0,0.07151405849011294,21,48.34710743801653,87.5
2024,IOL,OL,MVFC,76.25,309,10.0,81.625,5.08,35.5,31,117.0,7.59,4.45,1,12.286,67.318,0,0,Rounds 4-5,0,0.07096678212423332,21,48.760330578512395,87.5
2023,CB,Secondary,SEC,73.75,207,8.5,74.125,4.36,33.5,15,122.0,6.89,4.3,1,29.908,93.511,0,0,Rounds 4-5,0,0.07091965727895375,21,49.17355371900827,87.5
2023,WR,Skill,Big Ten,71.25,201,8.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,7.842,61.934,0,0,Undrafted,0,0.07021427108697437,21,49.586776859504134,87.5
2025,RB,Skill,Big Ten,69.5,205,9.5,73.75,4.55,37.18,33,115.6,7.03,4.03,1,21.125,85.854,1,0,Rounds 4-5,0,0.06988923557458425,21,50.0,87.5
2024,DL,DL,ACC,75.5,303,9.0,80.625,5.12,30.0,27,109.0,7.81,4.75,1,11.169,68.436,0,0,Undrafted,0,0.06923811783813875,21,50.413223140495866,87.5
2024,WR,Skill,ACC,73.0,212,10.125,79.375,4.43,39.5,19,122.0,6.85,4.1,1,-0.369,43.622,0,0,Rounds 6-7,0,0.06905883756030937,21,50.82644628099173,87.5
2023,WR,Skill,ACC,69.0,179,9.25,73.375,4.48,38.5,13,131.0,6.91,4.29,1,6.195,60.099,0,0,Rounds 2-3,0,0.06736729222066065,21,51.2396694214876,87.5
2023,EDGE,DL,ACC,76.0,238,8.625,78.875,4.61,34.5,22,123.0,7.22,4.45,1,6.195,60.099,0,0,Undrafted,0,0.06727096727033305,21,51.652892561983464,87.5
2024,CB,Secondary,Pac-12,69.75,184,9.125,72.375,4.54,34.5,18,125.0,7.05,4.32,1,3.221,62.169,0,0,Rounds 4-5,0,0.0671305048406801,21,52.066115702479344,87.5
2023,EDGE,DL,Sun Belt,74.25,236,9.5,80.625,4.58,35.5,23,120.0,7.07,4.45,1,0.411,45.95,0,0,Rounds 6-7,0,0.06707392996521366,21,52.47933884297521,87.5
2025,CB,Secondary,Big Ten,72.125,195,8.5,76.125,4.42,29.5,24,121.7,6.65,4.03,0,24.823,87.333,1,0,Rounds 6-7,0,0.06670460883880688,21,52.892561983471076,87.5
2023,C,OL,Big Ten,75.25,301,10.25,81.75,5.22,32.0,20,102.0,7.75,4.82,1,19.477,82.964,0,0,Rounds 2-3,0,0.06637833340046302,21,53.30578512396694,87.5
2023,OT,OL,SEC,77.0,306,10.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,7.555,60.994,0,0,Undrafted,0,0.06616651017808464,21,53.71900826446281,87.5
2025,RB,Skill,Big 12,69.5,219,9.375,73.875,4.65,39.5,17,123.0,7.37,4.97,1,11.793,78.233,0,0,Rounds 4-5,0,0.06605390436853716,21,54.132231404958674,87.5
2025,CB,Secondary,Big Ten,72.5,213,9.0,79.5,4.38,30.44,11,116.6,8.12,4.97,0,6.154,64.984,0,0,Undrafted,0,0.06591408989472533,21,54.54545454545454,87.5
2024,DL,DL,Big Ten,77.375,281,10.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,6.086,61.244,0,0,Rounds 6-7,0,0.06569449768319366,21,54.958677685950406,87.5
2023,WR,Skill,FBS Independent,68.0,179,8.75,72.5,4.44,39.5,14,134.0,6.92,4.29,1,-3.902,44.748,0,0,Rounds 6-7,0,0.06569144690842263,21,55.371900826446286,87.5
2025,DL,DL,Big Ten,75.75,306,10.0,82.625,5.09,28.0,11,103.0,8.19,4.03,1,-0.535,43.23,0,0,Rounds 6-7,0,0.06561230605261412,21,55.78512396694215,87.5
