Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,WR,Skill,Iowa St.,Big 12,73.875,203,9.375,31.375,74.875,4.53,36.0,17,116.0,6.91,4.35,1,1554,6.28,57.494,40.857,78.383,33.853,3.989,0,0,Rounds 6-7,0,0.12091634350275561,47,87.19008264462809,100.0
2023,RB,Skill,East Carolina,AAC,67.875,179,9.25,30.75,74.75,4.37,38.0,20,126.0,7.33,4.77,1,1509,1.775,54.675,70.734,39.058,37.309,0.0,0,0,Undrafted,0,0.12001962732340477,47,87.60330578512396,100.0
2024,EDGE,DL,Charlotte,AAC,76.5,260,9.5,33.5,79.375,4.65,34.5,23,121.0,7.17,4.36,0,1055,-14.993,22.913,17.6,42.495,39.432,0.0,0,0,Undrafted,0,0.11986695543164189,47,88.01652892561982,100.0
2023,CB,Secondary,Iowa,Big Ten,72.0,205,9.25,31.875,77.125,4.62,35.5,18,118.0,6.99,4.17,1,1748,7.409,67.111,21.369,88.288,70.495,0.0,0,0,Undrafted,0,0.11788824498544204,47,88.42975206611571,100.0
2023,IOL,OL,Duluth/University of Minnesota,NSIC,76.0,304,9.75,32.375,78.75,5.2,29.0,20,109.0,7.77,4.75,0,1819,14.599,74.563,74.162,65.921,50.606,0.0,0,0,Undrafted,0,0.1178100711077376,47,88.84297520661157,100.0
2025,RB,Skill,South Carolina,SEC,72.0,217,9.25,31.5,76.25,4.46,36.5,33,117.1,7.28,4.03,1,1810,14.834,76.206,60.762,80.864,51.02,0.0,0,0,Undrafted,0,0.11701666504652661,47,89.25619834710744,100.0
2025,LB,LB,Utah,Big 12,134.75,231,10.067,31.482,74.5,4.68,29.53,11,123.3,7.09,4.03,0,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.1164219192793457,47,89.6694214876033,100.0
2023,WR,Skill,East Carolina,AAC,73.5,224,10.25,32.0,78.5,4.56,36.0,20,125.0,6.96,4.29,0,1509,1.775,54.675,70.734,39.058,37.309,0.0,0,0,Undrafted,0,0.1141647186069997,47,90.08264462809917,100.0
2024,CB,Secondary,South Dakota,MVFC,70.875,195,9.375,29.875,74.0,4.5,35.5,13,118.0,6.88,3.98,1,1729,10.639,66.998,59.904,66.911,53.148,3.4657,0,0,Rounds 6-7,0,0.11380101480502246,47,90.49586776859503,100.0
2024,TE,Skill,South Carolina,SEC,75.0,240,9.375,34.25,78.75,4.64,32.5,28,121.0,7.09,4.54,1,1594,6.054,55.105,53.866,54.724,48.937,0.0,0,0,Undrafted,0,0.11332503167676264,47,90.9090909090909,100.0
2023,EDGE,DL,North Carolina,ACC,76.0,238,8.625,32.625,78.875,4.61,34.5,22,123.0,7.22,4.45,1,1559,6.195,60.099,78.452,30.968,61.95,0.0,0,0,Undrafted,0,0.10908975879137761,47,91.32231404958677,100.0
2024,TE,Skill,Colorado St.,Mountain West,75.375,241,10.25,33.625,78.125,4.78,32.5,28,122.0,6.83,4.21,1,1276,-11.774,30.563,28.491,37.664,56.051,0.0,0,0,Undrafted,0,0.10483886978946762,47,91.73553719008265,100.0
2024,IOL,OL,Arkansas,SEC,77.25,304,9.5,32.75,77.875,5.31,29.0,26,110.0,7.57,4.47,1,1431,2.225,47.846,34.458,61.741,53.372,0.0,0,0,Undrafted,0,0.10285420162490909,47,92.14876033057851,100.0
2024,RB,Skill,Louisville,ACC,69.5,193,8.5,30.125,71.0,4.56,34.5,22,121.0,6.65,4.22,1,1688,11.36,72.759,63.856,75.697,45.123,3.989,0,0,Rounds 6-7,0,0.10276298452611113,47,92.56198347107438,100.0
2023,EDGE,DL,Florida,SEC,75.875,250,9.25,33.125,80.75,4.82,33.0,24,115.0,7.22,4.44,1,1581,7.555,60.994,69.396,49.078,49.533,0.0,0,0,Undrafted,0,0.10241639765729642,47,92.97520661157024,100.0
2023,TE,Skill,Wake Forest,ACC,75.75,247,8.75,32.125,79.375,4.7,35.5,20,115.0,7.42,4.3,1,1663,7.586,64.28,73.512,49.277,46.02,0.0,0,0,Undrafted,0,0.10230496859663908,47,93.38842975206612,100.0
2025,WR,Skill,Virginia Tech,ACC,76.25,213,9.0,32.25,79.125,4.5,32.5,18,122.0,7.1,4.3,1,1647,8.853,70.514,55.299,74.421,59.153,0.0,0,0,Undrafted,0,0.09997225133378375,47,93.80165289256198,100.0
2023,RB,Skill,USC,Pac-12,70.0,201,9.25,27.125,70.25,4.46,35.5,20,122.0,7.16,4.61,0,1745,13.164,77.414,90.693,44.38,43.862,0.0,0,0,Undrafted,0,0.09981609292797287,47,94.21487603305785,100.0
2023,CB,Secondary,Coastal Carolina,Sun Belt,74.0,200,9.75,32.375,78.125,4.48,37.0,13,124.0,6.83,4.3,1,1344,-6.531,40.095,54.955,32.539,40.387,0.0,0,0,Undrafted,0,0.09879339092508405,47,94.62809917355372,100.0
2023,WR,Skill,Fresno St.,Mountain West,71.125,172,8.875,30.125,74.75,4.4,34.5,12,121.0,6.91,4.29,1,1766,3.726,61.671,58.399,57.283,60.117,0.0,0,0,Undrafted,0,0.09753256804140584,47,95.0413223140496,100.0
2023,CB,Secondary,Notre Dame,FBS Independent,72.375,202,9.0,30.875,74.75,4.62,30.5,17,118.0,7.08,4.23,1,1850,12.6,69.601,59.985,66.897,66.833,0.0,0,0,Undrafted,0,0.09648739814816386,47,95.45454545454545,100.0
2024,WR,Skill,Mississippi St.,SEC,70.0,181,9.125,30.625,72.75,4.43,35.5,14,124.0,7.0,4.35,1,1421,0.859,45.573,31.326,62.302,47.192,0.0,0,0,Undrafted,0,0.09550941483123718,47,95.86776859504133,100.0
2025,CB,Secondary,Villanova,CAA,73.25,209,9.5,31.625,78.125,4.56,32.92,11,124.0,6.65,4.97,1,1715,10.737,66.313,60.06,66.447,50.291,0.0,0,0,Undrafted,0,0.094308874995307,47,96.28099173553719,100.0
2023,WR,Skill,Maryland,Big Ten,71.25,201,8.625,31.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,1645,7.842,61.934,61.039,57.849,51.968,0.0,0,0,Undrafted,0,0.09370618428591915,47,96.69421487603306,100.0
2023,RB,Skill,Appalachian St.,Sun Belt,73.375,217,9.75,32.625,78.625,4.61,37.0,20,121.0,6.85,4.33,1,1593,0.411,45.95,62.053,35.887,34.024,0.0,0,0,Undrafted,0,0.08973251719394662,47,97.10743801652893,100.0
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,32.125,78.375,4.56,31.0,17,117.0,6.84,4.03,1,1711,12.197,68.028,61.356,72.874,37.108,0.0,0,0,Undrafted,0,0.08968365603811691,47,97.52066115702479,100.0
2024,P,Special Teams,BYU,Big 12,76.375,235,8.875,31.25,76.375,4.63,35.5,19,123.0,7.05,4.31,0,1364,-1.805,52.478,36.286,62.31,60.603,0.0,0,0,Undrafted,0,0.08600601046563744,47,97.93388429752066,100.0
2025,WR,Skill,Texas Tech,Big 12,72.625,186,10.5,30.75,76.625,4.7,33.0,14,121.0,7.02,4.97,1,1607,6.204,57.272,59.502,48.684,59.274,0.0,1,0,Undrafted,0,0.08596469856024075,47,98.34710743801654,100.0
2023,RB,Skill,Tulsa,AAC,71.75,216,9.25,31.25,75.0,4.41,35.5,20,124.0,6.83,4.31,1,1378,-4.107,43.074,50.493,42.491,37.352,0.0,0,0,Undrafted,0,0.08554459876835022,47,98.7603305785124,100.0
2023,LS,Special Teams,Central Florida,AAC,76.0,240,9.625,30.375,78.375,5.06,30.0,12,114.0,7.27,4.46,1,1551,6.904,61.732,66.565,49.575,55.483,0.0,0,0,Undrafted,0,0.0817408197213222,47,99.17355371900827,100.0
2025,WR,Skill,San Jose St.,Mountain West,74.5,203,8.625,31.0,76.5,4.57,34.0,16,123.0,7.41,4.47,1,1477,-5.133,42.709,44.903,47.684,35.133,0.0,0,0,Undrafted,0,0.07750884130675931,47,99.58677685950413,100.0
2024,RB,Skill,TCU,Big 12,67.375,202,9.75,29.875,70.75,4.61,33.5,22,116.0,6.87,4.23,1,1631,9.511,59.244,64.411,51.426,45.245,0.0,0,0,Undrafted,0,0.06650478732608726,47,100.0,100.0
